subscription_id,customer_id,plan_id,billing_period,seats,discount_pct,start_date,end_date,end_reason,churn_type,churn_reason
SUB-01062-00,CUS-01062,PLN-GROWTH,annual,37,0.189,2025-12-01,2026-06-01,plan_change,,
SUB-01062-01,CUS-01062,PLN-GROWTH,annual,49,0.189,2026-06-01,,,,
SUB-01063-00,CUS-01063,PLN-STARTER,annual,3,0.122,2025-12-01,,,,
SUB-01064-00,CUS-01064,PLN-ENTERPRISE,annual,444,0.189,2025-12-01,2026-01-01,plan_change,,
SUB-01064-01,CUS-01064,PLN-ENTERPRISE,annual,545,0.189,2026-01-01,2026-04-01,plan_change,,
SUB-01064-02,CUS-01064,PLN-ENTERPRISE,annual,775,0.189,2026-04-01,2026-07-01,plan_change,,
SUB-01064-03,CUS-01064,PLN-ENTERPRISE,annual,1034,0.189,2026-07-01,,,,
SUB-01065-00,CUS-01065,PLN-GROWTH,annual,10,0.191,2025-12-01,,,,
SUB-01066-00,CUS-01066,PLN-GROWTH,annual,20,0.079,2025-12-01,,,,
SUB-01067-00,CUS-01067,PLN-GROWTH,monthly,40,0.108,2025-12-01,2026-05-01,plan_change,,
SUB-01067-01,CUS-01067,PLN-GROWTH,monthly,51,0.108,2026-05-01,2026-08-01,plan_change,,
SUB-01067-02,CUS-01067,PLN-GROWTH,monthly,56,0.108,2026-08-01,,,,
SUB-01068-00,CUS-01068,PLN-GROWTH,monthly,14,0.027,2025-12-01,,,,
SUB-01069-00,CUS-01069,PLN-SCALE,monthly,84,0.02,2025-12-01,2026-08-01,plan_change,,
SUB-01069-01,CUS-01069,PLN-SCALE,monthly,64,0.02,2026-08-01,,,,
SUB-01070-00,CUS-01070,PLN-GROWTH,monthly,17,0.101,2025-12-01,,,,
SUB-01071-00,CUS-01071,PLN-GROWTH,monthly,22,0.027,2025-12-01,,,,
SUB-01072-00,CUS-01072,PLN-STARTER,monthly,5,0.0,2025-12-01,2026-02-01,plan_change,,
SUB-01072-01,CUS-01072,PLN-STARTER,monthly,6,0.0,2026-02-01,2026-05-01,churn,voluntary,Price / budget cuts
SUB-01073-00,CUS-01073,PLN-SCALE,monthly,55,0.107,2025-12-01,2026-01-01,plan_change,,
SUB-01073-01,CUS-01073,PLN-SCALE,monthly,64,0.107,2026-01-01,,,,
SUB-01074-00,CUS-01074,PLN-GROWTH,annual,48,0.163,2025-12-01,,,,
SUB-01075-00,CUS-01075,PLN-GROWTH,monthly,26,0.0,2025-12-01,2026-04-01,churn,voluntary,Missing functionality
SUB-01076-00,CUS-01076,PLN-GROWTH,monthly,35,0.029,2025-12-01,2026-01-01,plan_change,,
SUB-01076-01,CUS-01076,PLN-GROWTH,monthly,44,0.029,2026-01-01,2026-02-01,churn,voluntary,Switched to competitor
SUB-01077-00,CUS-01077,PLN-SCALE,annual,117,0.132,2025-12-01,,,,
SUB-01078-00,CUS-01078,PLN-ENTERPRISE,annual,612,0.238,2025-12-01,2026-01-01,plan_change,,
SUB-01078-01,CUS-01078,PLN-ENTERPRISE,annual,676,0.238,2026-01-01,2026-03-01,plan_change,,
SUB-01078-02,CUS-01078,PLN-ENTERPRISE,annual,896,0.238,2026-03-01,2026-05-01,plan_change,,
SUB-01078-03,CUS-01078,PLN-ENTERPRISE,annual,1284,0.238,2026-05-01,,,,
SUB-01079-00,CUS-01079,PLN-GROWTH,monthly,17,0.016,2025-12-01,2026-06-01,plan_change,,
SUB-01079-01,CUS-01079,PLN-GROWTH,monthly,22,0.016,2026-06-01,,,,
SUB-01080-00,CUS-01080,PLN-STARTER,monthly,11,0.001,2025-12-01,2026-01-01,churn,voluntary,Price / budget cuts
SUB-01081-00,CUS-01081,PLN-STARTER,monthly,5,0.032,2026-01-01,2026-08-01,churn,voluntary,Price / budget cuts
SUB-01082-00,CUS-01082,PLN-SCALE,annual,77,0.229,2026-01-01,2026-06-01,plan_change,,
SUB-01082-01,CUS-01082,PLN-SCALE,annual,71,0.229,2026-06-01,,,,
SUB-01083-00,CUS-01083,PLN-SCALE,annual,122,0.14,2026-01-01,2026-02-01,plan_change,,
SUB-01083-01,CUS-01083,PLN-SCALE,annual,132,0.14,2026-02-01,2026-08-01,plan_change,,
SUB-01083-02,CUS-01083,PLN-SCALE,annual,155,0.14,2026-08-01,,,,
SUB-01084-00,CUS-01084,PLN-GROWTH,monthly,15,0.048,2026-01-01,,,,
SUB-01085-00,CUS-01085,PLN-GROWTH,monthly,12,0.049,2026-01-01,,,,
SUB-01086-00,CUS-01086,PLN-STARTER,monthly,5,0.016,2026-01-01,,,,
SUB-01087-00,CUS-01087,PLN-SCALE,monthly,56,0.076,2026-01-01,2026-02-01,churn,voluntary,Poor support experience
SUB-01088-00,CUS-01088,PLN-STARTER,annual,9,0.131,2026-01-01,,,,
SUB-01089-00,CUS-01089,PLN-STARTER,monthly,3,0.0,2026-01-01,2026-05-01,plan_change,,
SUB-01089-01,CUS-01089,PLN-STARTER,monthly,2,0.0,2026-05-01,2026-07-01,plan_change,,
SUB-01089-02,CUS-01089,PLN-STARTER,monthly,3,0.0,2026-07-01,,,,
SUB-01090-00,CUS-01090,PLN-GROWTH,monthly,10,0.02,2026-01-01,2026-05-01,plan_change,,
SUB-01090-01,CUS-01090,PLN-STARTER,monthly,8,0.02,2026-05-01,,,,
SUB-01091-00,CUS-01091,PLN-STARTER,annual,2,0.1,2026-01-01,,,,
SUB-01092-00,CUS-01092,PLN-GROWTH,monthly,23,0.05,2026-01-01,2026-03-01,plan_change,,
SUB-01092-01,CUS-01092,PLN-GROWTH,monthly,27,0.05,2026-03-01,2026-05-01,churn,voluntary,Company acquired or closed
SUB-01093-00,CUS-01093,PLN-GROWTH,annual,49,0.168,2026-01-01,2026-02-01,plan_change,,
SUB-01093-01,CUS-01093,PLN-GROWTH,annual,59,0.168,2026-02-01,2026-04-01,plan_change,,
SUB-01093-02,CUS-01093,PLN-GROWTH,annual,70,0.168,2026-04-01,,,,
SUB-01094-00,CUS-01094,PLN-STARTER,annual,6,0.115,2026-01-01,,,,
SUB-01095-00,CUS-01095,PLN-ENTERPRISE,annual,435,0.234,2026-01-01,2026-04-01,plan_change,,
SUB-01095-01,CUS-01095,PLN-ENTERPRISE,annual,569,0.234,2026-04-01,,,,
SUB-01096-00,CUS-01096,PLN-GROWTH,monthly,30,0.065,2026-01-01,,,,
SUB-01097-00,CUS-01097,PLN-STARTER,monthly,14,0.046,2026-01-01,2026-03-01,churn,voluntary,Switched to competitor
SUB-01098-00,CUS-01098,PLN-GROWTH,monthly,19,0.036,2026-01-01,2026-02-01,plan_change,,
SUB-01098-01,CUS-01098,PLN-GROWTH,monthly,25,0.036,2026-02-01,2026-03-01,plan_change,,
SUB-01098-02,CUS-01098,PLN-GROWTH,monthly,28,0.036,2026-03-01,,,,
SUB-01099-00,CUS-01099,PLN-GROWTH,annual,47,0.172,2026-01-01,2026-03-01,plan_change,,
SUB-01099-01,CUS-01099,PLN-GROWTH,annual,32,0.172,2026-03-01,2026-05-01,plan_change,,
SUB-01099-02,CUS-01099,PLN-GROWTH,annual,21,0.172,2026-05-01,,,,
SUB-01100-00,CUS-01100,PLN-STARTER,monthly,9,0.0,2026-01-01,2026-07-01,plan_change,,
SUB-01100-01,CUS-01100,PLN-STARTER,monthly,12,0.0,2026-07-01,,,,
SUB-01101-00,CUS-01101,PLN-ENTERPRISE,annual,241,0.262,2026-01-01,2026-03-01,plan_change,,
SUB-01101-01,CUS-01101,PLN-ENTERPRISE,annual,327,0.262,2026-03-01,2026-04-01,plan_change,,
SUB-01101-02,CUS-01101,PLN-ENTERPRISE,annual,456,0.262,2026-04-01,,,,
SUB-01102-00,CUS-01102,PLN-GROWTH,monthly,10,0.078,2026-01-01,,,,
SUB-01103-00,CUS-01103,PLN-STARTER,monthly,9,0.024,2026-01-01,2026-05-01,plan_change,,
SUB-01103-01,CUS-01103,PLN-STARTER,monthly,7,0.024,2026-05-01,,,,
SUB-01104-00,CUS-01104,PLN-SCALE,annual,52,0.128,2026-01-01,,,,
SUB-01105-00,CUS-01105,PLN-ENTERPRISE,annual,251,0.163,2026-01-01,2026-03-01,plan_change,,
SUB-01105-01,CUS-01105,PLN-ENTERPRISE,annual,273,0.163,2026-03-01,2026-07-01,plan_change,,
SUB-01105-02,CUS-01105,PLN-ENTERPRISE,annual,319,0.163,2026-07-01,,,,
SUB-01106-00,CUS-01106,PLN-GROWTH,monthly,13,0.0,2026-01-01,,,,
SUB-01107-00,CUS-01107,PLN-ENTERPRISE,annual,309,0.183,2026-01-01,2026-07-01,plan_change,,
SUB-01107-01,CUS-01107,PLN-ENTERPRISE,annual,237,0.183,2026-07-01,2026-08-01,plan_change,,
SUB-01107-02,CUS-01107,PLN-ENTERPRISE,annual,291,0.183,2026-08-01,,,,
SUB-01108-00,CUS-01108,PLN-SCALE,annual,119,0.16,2026-01-01,2026-03-01,plan_change,,
SUB-01108-01,CUS-01108,PLN-SCALE,annual,167,0.16,2026-03-01,2026-05-01,plan_change,,
SUB-01108-02,CUS-01108,PLN-SCALE,annual,143,0.16,2026-05-01,2026-06-01,churn,voluntary,Low adoption
SUB-01109-00,CUS-01109,PLN-GROWTH,monthly,16,0.054,2026-01-01,,,,
SUB-01110-00,CUS-01110,PLN-GROWTH,monthly,27,0.101,2026-01-01,2026-02-01,plan_change,,
SUB-01110-01,CUS-01110,PLN-GROWTH,monthly,24,0.101,2026-02-01,2026-03-01,plan_change,,
SUB-01110-02,CUS-01110,PLN-GROWTH,monthly,14,0.101,2026-03-01,,,,
SUB-01111-00,CUS-01111,PLN-GROWTH,monthly,27,0.019,2026-01-01,2026-02-01,churn,voluntary,Low adoption
SUB-01112-00,CUS-01112,PLN-GROWTH,annual,21,0.119,2026-01-01,2026-03-01,plan_change,,
SUB-01112-01,CUS-01112,PLN-GROWTH,annual,23,0.119,2026-03-01,2026-06-01,plan_change,,
SUB-01112-02,CUS-01112,PLN-GROWTH,annual,31,0.119,2026-06-01,,,,
SUB-01113-00,CUS-01113,PLN-GROWTH,monthly,20,0.0,2026-01-01,2026-04-01,plan_change,,
SUB-01113-01,CUS-01113,PLN-GROWTH,monthly,27,0.0,2026-04-01,,,,
SUB-01114-00,CUS-01114,PLN-GROWTH,monthly,10,0.059,2026-01-01,2026-03-01,churn,voluntary,Missing functionality
SUB-01115-00,CUS-01115,PLN-GROWTH,annual,33,0.163,2026-01-01,2026-06-01,plan_change,,
SUB-01115-01,CUS-01115,PLN-GROWTH,annual,20,0.163,2026-06-01,,,,
SUB-01116-00,CUS-01116,PLN-SCALE,monthly,95,0.041,2026-01-01,,,,
SUB-01117-00,CUS-01117,PLN-GROWTH,annual,21,0.121,2026-01-01,2026-02-01,plan_change,,
SUB-01117-01,CUS-01117,PLN-GROWTH,annual,14,0.121,2026-02-01,2026-06-01,plan_change,,
SUB-01117-02,CUS-01117,PLN-GROWTH,annual,10,0.121,2026-06-01,,,,
SUB-01118-00,CUS-01118,PLN-STARTER,monthly,3,0.057,2026-01-01,2026-02-01,plan_change,,
SUB-01118-01,CUS-01118,PLN-STARTER,monthly,2,0.057,2026-02-01,,,,
SUB-01119-00,CUS-01119,PLN-GROWTH,annual,24,0.1,2026-01-01,,,,
SUB-01120-00,CUS-01120,PLN-SCALE,annual,46,0.201,2026-01-01,2026-06-01,plan_change,,
SUB-01120-01,CUS-01120,PLN-SCALE,annual,64,0.201,2026-06-01,2026-08-01,plan_change,,
SUB-01120-02,CUS-01120,PLN-SCALE,annual,73,0.201,2026-08-01,,,,
SUB-01121-00,CUS-01121,PLN-STARTER,monthly,2,0.04,2026-01-01,2026-05-01,churn,involuntary,Payment failure
SUB-01122-00,CUS-01122,PLN-SCALE,monthly,85,0.056,2026-01-01,,,,
SUB-01123-00,CUS-01123,PLN-GROWTH,monthly,40,0.037,2026-01-01,2026-04-01,churn,voluntary,Missing functionality
SUB-01124-00,CUS-01124,PLN-SCALE,monthly,51,0.061,2026-01-01,,,,
SUB-01125-00,CUS-01125,PLN-STARTER,monthly,7,0.077,2026-01-01,2026-05-01,plan_change,,
SUB-01125-01,CUS-01125,PLN-STARTER,monthly,9,0.077,2026-05-01,,,,
SUB-01126-00,CUS-01126,PLN-GROWTH,monthly,43,0.027,2026-01-01,2026-06-01,churn,voluntary,Missing functionality
SUB-01127-00,CUS-01127,PLN-GROWTH,annual,19,0.207,2026-01-01,,,,
SUB-01128-00,CUS-01128,PLN-GROWTH,monthly,44,0.015,2026-01-01,2026-06-01,plan_change,,
SUB-01128-01,CUS-01128,PLN-GROWTH,monthly,56,0.015,2026-06-01,2026-08-01,plan_change,,
SUB-01128-02,CUS-01128,PLN-GROWTH,monthly,32,0.015,2026-08-01,,,,
SUB-01129-00,CUS-01129,PLN-SCALE,annual,93,0.124,2026-01-01,2026-08-01,plan_change,,
SUB-01129-01,CUS-01129,PLN-SCALE,annual,53,0.124,2026-08-01,,,,
SUB-01130-00,CUS-01130,PLN-STARTER,annual,3,0.179,2026-01-01,2026-06-01,plan_change,,
SUB-01130-01,CUS-01130,PLN-STARTER,annual,4,0.179,2026-06-01,,,,
SUB-01131-00,CUS-01131,PLN-STARTER,annual,3,0.111,2026-01-01,,,,
SUB-01132-00,CUS-01132,PLN-SCALE,monthly,71,0.161,2026-01-01,2026-06-01,plan_change,,
SUB-01132-01,CUS-01132,PLN-SCALE,monthly,94,0.161,2026-06-01,2026-08-01,plan_change,,
SUB-01132-02,CUS-01132,PLN-SCALE,monthly,111,0.161,2026-08-01,,,,
SUB-01133-00,CUS-01133,PLN-STARTER,monthly,2,0.026,2026-01-01,2026-02-01,churn,involuntary,Payment failure
SUB-01134-00,CUS-01134,PLN-STARTER,monthly,4,0.032,2026-01-01,2026-05-01,plan_change,,
SUB-01134-01,CUS-01134,PLN-STARTER,monthly,5,0.032,2026-05-01,2026-06-01,churn,voluntary,Switched to competitor
SUB-01135-00,CUS-01135,PLN-STARTER,monthly,2,0.006,2026-02-01,2026-07-01,churn,voluntary,Price / budget cuts
SUB-01136-00,CUS-01136,PLN-STARTER,monthly,4,0.046,2026-02-01,2026-03-01,churn,voluntary,Price / budget cuts
SUB-01137-00,CUS-01137,PLN-GROWTH,monthly,43,0.012,2026-02-01,,,,
SUB-01138-00,CUS-01138,PLN-ENTERPRISE,annual,645,0.221,2026-02-01,,,,
SUB-01139-00,CUS-01139,PLN-STARTER,monthly,4,0.067,2026-02-01,2026-07-01,plan_change,,
SUB-01139-01,CUS-01139,PLN-STARTER,monthly,6,0.067,2026-07-01,,,,
SUB-01140-00,CUS-01140,PLN-STARTER,monthly,7,0.068,2026-02-01,,,,
SUB-01141-00,CUS-01141,PLN-STARTER,monthly,9,0.0,2026-02-01,,,,
SUB-01142-00,CUS-01142,PLN-GROWTH,annual,15,0.166,2026-02-01,,,,
SUB-01143-00,CUS-01143,PLN-SCALE,monthly,111,0.07,2026-02-01,2026-07-01,plan_change,,
SUB-01143-01,CUS-01143,PLN-SCALE,monthly,74,0.07,2026-07-01,,,,
SUB-01144-00,CUS-01144,PLN-STARTER,annual,4,0.146,2026-02-01,2026-06-01,plan_change,,
SUB-01144-01,CUS-01144,PLN-STARTER,annual,3,0.146,2026-06-01,,,,
SUB-01145-00,CUS-01145,PLN-ENTERPRISE,annual,184,0.165,2026-02-01,2026-06-01,plan_change,,
SUB-01145-01,CUS-01145,PLN-ENTERPRISE,annual,200,0.165,2026-06-01,,,,
SUB-01146-00,CUS-01146,PLN-STARTER,monthly,5,0.034,2026-02-01,2026-05-01,plan_change,,
SUB-01146-01,CUS-01146,PLN-STARTER,monthly,4,0.034,2026-05-01,,,,
SUB-01147-00,CUS-01147,PLN-GROWTH,monthly,11,0.047,2026-02-01,,,,
SUB-01148-00,CUS-01148,PLN-SCALE,annual,51,0.118,2026-02-01,,,,
SUB-01149-00,CUS-01149,PLN-STARTER,monthly,2,0.0,2026-02-01,2026-07-01,churn,voluntary,Missing functionality
SUB-01150-00,CUS-01150,PLN-STARTER,annual,9,0.159,2026-02-01,,,,
SUB-01151-00,CUS-01151,PLN-GROWTH,annual,12,0.129,2026-02-01,,,,
SUB-01152-00,CUS-01152,PLN-STARTER,monthly,10,0.071,2026-02-01,,,,
SUB-01153-00,CUS-01153,PLN-GROWTH,annual,11,0.21,2026-02-01,2026-03-01,plan_change,,
SUB-01153-01,CUS-01153,PLN-GROWTH,annual,15,0.21,2026-03-01,,,,
SUB-01154-00,CUS-01154,PLN-STARTER,monthly,7,0.006,2026-02-01,2026-04-01,plan_change,,
SUB-01154-01,CUS-01154,PLN-STARTER,monthly,9,0.006,2026-04-01,2026-06-01,plan_change,,
SUB-01154-02,CUS-01154,PLN-STARTER,monthly,12,0.006,2026-06-01,2026-07-01,churn,involuntary,Payment failure
SUB-01155-00,CUS-01155,PLN-STARTER,monthly,2,0.002,2026-02-01,2026-03-01,plan_change,,
SUB-01155-01,CUS-01155,PLN-STARTER,monthly,3,0.002,2026-03-01,,,,
SUB-01156-00,CUS-01156,PLN-STARTER,monthly,8,0.076,2026-02-01,2026-08-01,plan_change,,
SUB-01156-01,CUS-01156,PLN-STARTER,monthly,6,0.076,2026-08-01,,,,
SUB-01157-00,CUS-01157,PLN-STARTER,monthly,3,0.074,2026-02-01,,,,
SUB-01158-00,CUS-01158,PLN-GROWTH,monthly,32,0.012,2026-02-01,,,,
SUB-01159-00,CUS-01159,PLN-GROWTH,annual,10,0.12,2026-02-01,,,,
SUB-01160-00,CUS-01160,PLN-STARTER,monthly,4,0.063,2026-02-01,2026-03-01,plan_change,,
SUB-01160-01,CUS-01160,PLN-STARTER,monthly,5,0.063,2026-03-01,2026-04-01,plan_change,,
SUB-01160-02,CUS-01160,PLN-STARTER,monthly,7,0.063,2026-04-01,,,,
SUB-01161-00,CUS-01161,PLN-SCALE,annual,96,0.209,2026-02-01,2026-03-01,plan_change,,
SUB-01161-01,CUS-01161,PLN-SCALE,annual,127,0.209,2026-03-01,2026-06-01,plan_change,,
SUB-01161-02,CUS-01161,PLN-SCALE,annual,81,0.209,2026-06-01,,,,
SUB-01162-00,CUS-01162,PLN-GROWTH,monthly,16,0.0,2026-02-01,2026-05-01,churn,voluntary,Company acquired or closed
SUB-01163-00,CUS-01163,PLN-GROWTH,monthly,20,0.12,2026-02-01,2026-07-01,plan_change,,
SUB-01163-01,CUS-01163,PLN-GROWTH,monthly,27,0.12,2026-07-01,,,,
SUB-01164-00,CUS-01164,PLN-SCALE,annual,68,0.263,2026-02-01,2026-03-01,plan_change,,
SUB-01164-01,CUS-01164,PLN-SCALE,annual,99,0.263,2026-03-01,2026-07-01,plan_change,,
SUB-01164-02,CUS-01164,PLN-SCALE,annual,135,0.263,2026-07-01,,,,
SUB-01165-00,CUS-01165,PLN-GROWTH,monthly,35,0.062,2026-02-01,2026-07-01,plan_change,,
SUB-01165-01,CUS-01165,PLN-GROWTH,monthly,50,0.062,2026-07-01,,,,
SUB-01166-00,CUS-01166,PLN-GROWTH,monthly,14,0.071,2026-02-01,2026-06-01,plan_change,,
SUB-01166-01,CUS-01166,PLN-GROWTH,monthly,19,0.071,2026-06-01,,,,
SUB-01167-00,CUS-01167,PLN-GROWTH,monthly,12,0.097,2026-02-01,2026-04-01,plan_change,,
SUB-01167-01,CUS-01167,PLN-GROWTH,monthly,15,0.097,2026-04-01,,,,
SUB-01168-00,CUS-01168,PLN-SCALE,monthly,55,0.05,2026-02-01,,,,
SUB-01169-00,CUS-01169,PLN-STARTER,monthly,9,0.057,2026-02-01,,,,
SUB-01170-00,CUS-01170,PLN-STARTER,annual,3,0.127,2026-02-01,2026-08-01,plan_change,,
SUB-01170-01,CUS-01170,PLN-STARTER,annual,4,0.127,2026-08-01,,,,
SUB-01171-00,CUS-01171,PLN-STARTER,monthly,3,0.0,2026-02-01,,,,
SUB-01172-00,CUS-01172,PLN-GROWTH,monthly,20,0.01,2026-02-01,,,,
SUB-01173-00,CUS-01173,PLN-SCALE,monthly,53,0.02,2026-02-01,,,,
SUB-01174-00,CUS-01174,PLN-GROWTH,monthly,26,0.0,2026-02-01,,,,
SUB-01175-00,CUS-01175,PLN-GROWTH,monthly,30,0.026,2026-02-01,,,,
SUB-01176-00,CUS-01176,PLN-GROWTH,monthly,12,0.06,2026-02-01,2026-03-01,plan_change,,
SUB-01176-01,CUS-01176,PLN-GROWTH,monthly,17,0.06,2026-03-01,,,,
SUB-01177-00,CUS-01177,PLN-GROWTH,annual,20,0.085,2026-02-01,2026-04-01,plan_change,,
SUB-01177-01,CUS-01177,PLN-GROWTH,annual,14,0.085,2026-04-01,,,,
SUB-01178-00,CUS-01178,PLN-STARTER,annual,9,0.072,2026-02-01,2026-05-01,plan_change,,
SUB-01178-01,CUS-01178,PLN-STARTER,annual,5,0.072,2026-05-01,,,,
SUB-01179-00,CUS-01179,PLN-STARTER,monthly,7,0.0,2026-02-01,,,,
SUB-01180-00,CUS-01180,PLN-STARTER,monthly,6,0.032,2026-02-01,2026-03-01,plan_change,,
SUB-01180-01,CUS-01180,PLN-STARTER,monthly,8,0.032,2026-03-01,,,,
SUB-01181-00,CUS-01181,PLN-STARTER,monthly,2,0.031,2026-02-01,2026-04-01,plan_change,,
SUB-01181-01,CUS-01181,PLN-STARTER,monthly,3,0.031,2026-04-01,,,,
SUB-01182-00,CUS-01182,PLN-SCALE,monthly,42,0.019,2026-02-01,2026-06-01,churn,voluntary,Low adoption
SUB-01183-00,CUS-01183,PLN-GROWTH,monthly,44,0.011,2026-02-01,,,,
SUB-01184-00,CUS-01184,PLN-STARTER,monthly,8,0.032,2026-02-01,2026-07-01,churn,voluntary,Low adoption
SUB-01185-00,CUS-01185,PLN-GROWTH,annual,14,0.128,2026-02-01,2026-04-01,plan_change,,
SUB-01185-01,CUS-01185,PLN-GROWTH,annual,10,0.128,2026-04-01,,,,
SUB-01186-00,CUS-01186,PLN-GROWTH,monthly,22,0.045,2026-02-01,,,,
SUB-01187-00,CUS-01187,PLN-SCALE,monthly,52,0.112,2026-02-01,,,,
SUB-01188-00,CUS-01188,PLN-GROWTH,monthly,11,0.047,2026-02-01,,,,
SUB-01189-00,CUS-01189,PLN-ENTERPRISE,monthly,353,0.148,2026-02-01,2026-03-01,plan_change,,
SUB-01189-01,CUS-01189,PLN-ENTERPRISE,monthly,500,0.148,2026-03-01,,,,
SUB-01190-00,CUS-01190,PLN-STARTER,monthly,2,0.053,2026-02-01,2026-04-01,plan_change,,
SUB-01190-01,CUS-01190,PLN-STARTER,monthly,3,0.053,2026-04-01,2026-07-01,churn,voluntary,Poor support experience
SUB-01191-00,CUS-01191,PLN-GROWTH,monthly,11,0.026,2026-02-01,,,,
SUB-01192-00,CUS-01192,PLN-STARTER,monthly,3,0.0,2026-02-01,,,,
SUB-01193-00,CUS-01193,PLN-SCALE,annual,188,0.187,2026-03-01,2026-07-01,plan_change,,
SUB-01193-01,CUS-01193,PLN-SCALE,annual,253,0.187,2026-07-01,,,,
SUB-01194-00,CUS-01194,PLN-GROWTH,monthly,23,0.024,2026-03-01,2026-04-01,churn,voluntary,Switched to competitor
SUB-01195-00,CUS-01195,PLN-STARTER,annual,8,0.079,2026-03-01,,,,
SUB-01196-00,CUS-01196,PLN-STARTER,annual,3,0.092,2026-03-01,,,,
SUB-01197-00,CUS-01197,PLN-STARTER,monthly,4,0.01,2026-03-01,,,,
SUB-01198-00,CUS-01198,PLN-STARTER,monthly,12,0.0,2026-03-01,2026-08-01,plan_change,,
SUB-01198-01,CUS-01198,PLN-STARTER,monthly,8,0.0,2026-08-01,,,,
SUB-01199-00,CUS-01199,PLN-SCALE,annual,155,0.131,2026-03-01,,,,
SUB-01200-00,CUS-01200,PLN-GROWTH,annual,27,0.12,2026-03-01,,,,
SUB-01201-00,CUS-01201,PLN-STARTER,annual,8,0.139,2026-03-01,,,,
SUB-01202-00,CUS-01202,PLN-GROWTH,monthly,43,0.052,2026-03-01,,,,
SUB-01203-00,CUS-01203,PLN-STARTER,monthly,4,0.018,2026-03-01,,,,
SUB-01204-00,CUS-01204,PLN-STARTER,monthly,4,0.044,2026-03-01,2026-05-01,churn,voluntary,Price / budget cuts
SUB-01205-00,CUS-01205,PLN-GROWTH,annual,16,0.131,2026-03-01,,,,
SUB-01206-00,CUS-01206,PLN-STARTER,monthly,13,0.053,2026-03-01,2026-05-01,plan_change,,
SUB-01206-01,CUS-01206,PLN-STARTER,monthly,9,0.053,2026-05-01,,,,
SUB-01207-00,CUS-01207,PLN-STARTER,monthly,3,0.0,2026-03-01,2026-07-01,plan_change,,
SUB-01207-01,CUS-01207,PLN-STARTER,monthly,2,0.0,2026-07-01,2026-08-01,plan_change,,
SUB-01207-02,CUS-01207,PLN-STARTER,monthly,3,0.0,2026-08-01,,,,
SUB-01208-00,CUS-01208,PLN-SCALE,annual,91,0.262,2026-03-01,2026-04-01,plan_change,,
SUB-01208-01,CUS-01208,PLN-SCALE,annual,128,0.262,2026-04-01,2026-08-01,plan_change,,
SUB-01208-02,CUS-01208,PLN-SCALE,annual,106,0.262,2026-08-01,,,,
SUB-01209-00,CUS-01209,PLN-SCALE,annual,107,0.133,2026-03-01,,,,
SUB-01210-00,CUS-01210,PLN-STARTER,monthly,3,0.0,2026-03-01,,,,
SUB-01211-00,CUS-01211,PLN-GROWTH,monthly,14,0.099,2026-03-01,,,,
SUB-01212-00,CUS-01212,PLN-GROWTH,annual,32,0.116,2026-03-01,2026-06-01,plan_change,,
SUB-01212-01,CUS-01212,PLN-GROWTH,annual,46,0.116,2026-06-01,,,,
SUB-01213-00,CUS-01213,PLN-STARTER,monthly,4,0.0,2026-03-01,2026-07-01,plan_change,,
SUB-01213-01,CUS-01213,PLN-STARTER,monthly,3,0.0,2026-07-01,,,,
SUB-01214-00,CUS-01214,PLN-ENTERPRISE,annual,174,0.177,2026-03-01,,,,
SUB-01215-00,CUS-01215,PLN-STARTER,monthly,10,0.002,2026-03-01,2026-06-01,churn,voluntary,Price / budget cuts
SUB-01216-00,CUS-01216,PLN-SCALE,annual,192,0.252,2026-03-01,2026-07-01,plan_change,,
SUB-01216-01,CUS-01216,PLN-SCALE,annual,176,0.252,2026-07-01,,,,
SUB-01217-00,CUS-01217,PLN-SCALE,monthly,55,0.026,2026-03-01,,,,
SUB-01218-00,CUS-01218,PLN-GROWTH,monthly,28,0.058,2026-03-01,,,,
SUB-01219-00,CUS-01219,PLN-STARTER,monthly,3,0.0,2026-03-01,2026-04-01,churn,voluntary,Company acquired or closed
SUB-01219-01,CUS-01219,PLN-STARTER,monthly,2,0.0,2026-07-01,,,,
SUB-01220-00,CUS-01220,PLN-GROWTH,monthly,23,0.03,2026-03-01,,,,
SUB-01221-00,CUS-01221,PLN-GROWTH,annual,48,0.115,2026-03-01,,,,
SUB-01222-00,CUS-01222,PLN-STARTER,monthly,2,0.0,2026-03-01,,,,
SUB-01223-00,CUS-01223,PLN-GROWTH,monthly,44,0.0,2026-03-01,,,,
SUB-01224-00,CUS-01224,PLN-STARTER,monthly,7,0.0,2026-03-01,2026-05-01,churn,voluntary,Missing functionality
SUB-01225-00,CUS-01225,PLN-GROWTH,annual,44,0.188,2026-03-01,,,,
SUB-01226-00,CUS-01226,PLN-SCALE,monthly,98,0.059,2026-03-01,2026-04-01,plan_change,,
SUB-01226-01,CUS-01226,PLN-SCALE,monthly,60,0.059,2026-04-01,,,,
SUB-01227-00,CUS-01227,PLN-GROWTH,annual,12,0.127,2026-03-01,,,,
SUB-01228-00,CUS-01228,PLN-SCALE,monthly,81,0.052,2026-03-01,2026-06-01,plan_change,,
SUB-01228-01,CUS-01228,PLN-SCALE,monthly,99,0.052,2026-06-01,,,,
SUB-01229-00,CUS-01229,PLN-GROWTH,monthly,33,0.063,2026-03-01,2026-05-01,churn,voluntary,Switched to competitor
