spend_date,channel,campaign,spend,impressions,clicks
2026-01-31,Marketplace,Marketplace - Sponsored Listings,23.25,1370,43
2026-02-01,Organic Search,Organic - SEO Content,5.33,5294,115
2026-02-02,Organic Search,Organic - SEO Content,7.40,10677,145
2026-02-03,Organic Search,Organic - SEO Content,7.40,7157,136
2026-02-04,Organic Search,Organic - SEO Content,7.40,4582,160
2026-02-05,Organic Search,Organic - SEO Content,7.40,11395,162
2026-02-06,Organic Search,Organic - SEO Content,7.40,4281,138
2026-02-07,Organic Search,Organic - SEO Content,5.33,3970,101
2026-02-08,Organic Search,Organic - SEO Content,5.33,5656,110
2026-02-09,Organic Search,Organic - SEO Content,7.40,7146,154
2026-02-10,Organic Search,Organic - SEO Content,7.40,7831,154
2026-02-11,Organic Search,Organic - SEO Content,7.40,7586,149
2026-02-12,Organic Search,Organic - SEO Content,7.40,9138,141
2026-02-13,Organic Search,Organic - SEO Content,7.40,4337,133
2026-02-14,Organic Search,Organic - SEO Content,5.33,7110,112
2026-02-15,Organic Search,Organic - SEO Content,5.33,5181,113
2026-02-16,Organic Search,Organic - SEO Content,7.40,6138,144
2026-02-17,Organic Search,Organic - SEO Content,7.40,10037,160
2026-02-18,Organic Search,Organic - SEO Content,7.40,9336,144
2026-02-19,Organic Search,Organic - SEO Content,7.40,10430,145
2026-02-20,Organic Search,Organic - SEO Content,7.40,6388,158
2026-02-21,Organic Search,Organic - SEO Content,5.33,4718,106
2026-02-22,Organic Search,Organic - SEO Content,5.33,3146,98
2026-02-23,Organic Search,Organic - SEO Content,7.40,5270,137
2026-02-24,Organic Search,Organic - SEO Content,7.40,9357,146
2026-02-25,Organic Search,Organic - SEO Content,7.40,5323,154
2026-02-26,Organic Search,Organic - SEO Content,7.40,9502,150
2026-02-27,Organic Search,Organic - SEO Content,7.40,7888,139
2026-02-28,Organic Search,Organic - SEO Content,5.33,4362,115
2026-02-01,Paid Search,Paid - Brand,17.98,1095,19
2026-02-02,Paid Search,Paid - Brand,24.98,1843,26
2026-02-03,Paid Search,Paid - Brand,24.98,1534,26
2026-02-04,Paid Search,Paid - Brand,24.98,1399,26
2026-02-05,Paid Search,Paid - Brand,24.98,1136,24
2026-02-06,Paid Search,Paid - Brand,24.98,1518,27
2026-02-07,Paid Search,Paid - Brand,17.98,865,18
2026-02-08,Paid Search,Paid - Brand,17.98,555,19
2026-02-09,Paid Search,Paid - Brand,24.98,944,26
2026-02-10,Paid Search,Paid - Brand,24.98,962,26
2026-02-11,Paid Search,Paid - Brand,24.98,1282,26
2026-02-12,Paid Search,Paid - Brand,24.98,1337,27
2026-02-13,Paid Search,Paid - Brand,24.98,1004,27
2026-02-14,Paid Search,Paid - Brand,17.98,1118,20
2026-02-15,Paid Search,Paid - Brand,17.98,986,19
2026-02-16,Paid Search,Paid - Brand,24.98,1624,26
2026-02-17,Paid Search,Paid - Brand,24.98,1807,27
2026-02-18,Paid Search,Paid - Brand,24.98,1225,24
2026-02-19,Paid Search,Paid - Brand,24.98,1364,26
2026-02-20,Paid Search,Paid - Brand,24.98,1386,24
2026-02-21,Paid Search,Paid - Brand,17.98,1074,17
2026-02-22,Paid Search,Paid - Brand,17.98,906,17
2026-02-23,Paid Search,Paid - Brand,24.98,1897,26
2026-02-24,Paid Search,Paid - Brand,24.98,1091,26
2026-02-25,Paid Search,Paid - Brand,24.98,1272,25
2026-02-26,Paid Search,Paid - Brand,24.98,928,25
2026-02-27,Paid Search,Paid - Brand,24.98,771,23
2026-02-28,Paid Search,Paid - Brand,17.98,561,19
2026-02-01,Paid Search,Paid - Generic,21.83,1117,22
2026-02-02,Paid Search,Paid - Generic,30.32,1288,32
2026-02-03,Paid Search,Paid - Generic,30.32,1353,29
2026-02-04,Paid Search,Paid - Generic,30.32,1726,33
2026-02-05,Paid Search,Paid - Generic,30.32,1372,31
2026-02-06,Paid Search,Paid - Generic,30.32,1088,34
2026-02-07,Paid Search,Paid - Generic,21.83,686,21
2026-02-08,Paid Search,Paid - Generic,21.83,905,24
2026-02-09,Paid Search,Paid - Generic,30.32,1253,30
2026-02-10,Paid Search,Paid - Generic,30.32,1351,30
2026-02-11,Paid Search,Paid - Generic,30.32,988,30
2026-02-12,Paid Search,Paid - Generic,30.32,1560,31
2026-02-13,Paid Search,Paid - Generic,30.32,1968,29
2026-02-14,Paid Search,Paid - Generic,21.83,1367,23
2026-02-15,Paid Search,Paid - Generic,21.83,600,21
2026-02-16,Paid Search,Paid - Generic,30.32,1260,29
2026-02-17,Paid Search,Paid - Generic,30.32,2062,33
2026-02-18,Paid Search,Paid - Generic,30.32,1991,30
2026-02-19,Paid Search,Paid - Generic,30.32,2145,30
2026-02-20,Paid Search,Paid - Generic,30.32,1173,32
2026-02-21,Paid Search,Paid - Generic,21.83,1336,22
2026-02-22,Paid Search,Paid - Generic,21.83,973,21
2026-02-23,Paid Search,Paid - Generic,30.32,1795,32
2026-02-24,Paid Search,Paid - Generic,30.32,2107,32
2026-02-25,Paid Search,Paid - Generic,30.32,1020,30
2026-02-26,Paid Search,Paid - Generic,30.32,2098,32
2026-02-27,Paid Search,Paid - Generic,30.32,1405,29
2026-02-28,Paid Search,Paid - Generic,21.83,707,21
2026-02-01,Paid Search,Paid - Shopping,16.83,702,16
2026-02-02,Paid Search,Paid - Shopping,23.38,1495,26
2026-02-03,Paid Search,Paid - Shopping,23.38,1272,25
2026-02-04,Paid Search,Paid - Shopping,23.38,1568,22
2026-02-05,Paid Search,Paid - Shopping,23.38,939,26
2026-02-06,Paid Search,Paid - Shopping,23.38,1700,25
2026-02-07,Paid Search,Paid - Shopping,16.83,1268,18
2026-02-08,Paid Search,Paid - Shopping,16.83,554,18
2026-02-09,Paid Search,Paid - Shopping,23.38,1411,24
2026-02-10,Paid Search,Paid - Shopping,23.38,1426,26
2026-02-11,Paid Search,Paid - Shopping,23.38,1410,24
2026-02-12,Paid Search,Paid - Shopping,23.38,1438,25
2026-02-13,Paid Search,Paid - Shopping,23.38,1182,22
2026-02-14,Paid Search,Paid - Shopping,16.83,908,18
2026-02-15,Paid Search,Paid - Shopping,16.83,1069,19
2026-02-16,Paid Search,Paid - Shopping,23.38,1519,25
2026-02-17,Paid Search,Paid - Shopping,23.38,1394,23
2026-02-18,Paid Search,Paid - Shopping,23.38,1250,23
2026-02-19,Paid Search,Paid - Shopping,23.38,1318,22
2026-02-20,Paid Search,Paid - Shopping,23.38,792,23
2026-02-21,Paid Search,Paid - Shopping,16.83,1297,19
2026-02-22,Paid Search,Paid - Shopping,16.83,665,18
2026-02-23,Paid Search,Paid - Shopping,23.38,1790,26
2026-02-24,Paid Search,Paid - Shopping,23.38,739,26
2026-02-25,Paid Search,Paid - Shopping,23.38,1486,22
2026-02-26,Paid Search,Paid - Shopping,23.38,1563,24
2026-02-27,Paid Search,Paid - Shopping,23.38,1806,25
2026-02-28,Paid Search,Paid - Shopping,16.83,793,16
2026-02-01,Paid Social,Paid - Prospecting,30.19,5026,71
2026-02-02,Paid Social,Paid - Prospecting,41.93,3769,103
2026-02-03,Paid Social,Paid - Prospecting,41.93,6307,90
2026-02-04,Paid Social,Paid - Prospecting,41.93,6218,91
2026-02-05,Paid Social,Paid - Prospecting,41.93,7224,99
2026-02-06,Paid Social,Paid - Prospecting,41.93,6958,109
2026-02-07,Paid Social,Paid - Prospecting,30.19,4232,77
2026-02-08,Paid Social,Paid - Prospecting,30.19,3462,72
2026-02-09,Paid Social,Paid - Prospecting,41.93,7636,106
2026-02-10,Paid Social,Paid - Prospecting,41.93,4801,109
2026-02-11,Paid Social,Paid - Prospecting,41.93,6272,94
2026-02-12,Paid Social,Paid - Prospecting,41.93,4212,95
2026-02-13,Paid Social,Paid - Prospecting,41.93,5331,105
2026-02-14,Paid Social,Paid - Prospecting,30.19,2947,75
2026-02-15,Paid Social,Paid - Prospecting,30.19,3990,65
2026-02-16,Paid Social,Paid - Prospecting,41.93,4172,109
2026-02-17,Paid Social,Paid - Prospecting,41.93,4596,97
2026-02-18,Paid Social,Paid - Prospecting,41.93,5832,107
2026-02-19,Paid Social,Paid - Prospecting,41.93,6814,107
2026-02-20,Paid Social,Paid - Prospecting,41.93,6470,96
2026-02-21,Paid Social,Paid - Prospecting,30.19,5488,76
2026-02-22,Paid Social,Paid - Prospecting,30.19,5023,71
2026-02-23,Paid Social,Paid - Prospecting,41.93,3075,96
2026-02-24,Paid Social,Paid - Prospecting,41.93,5111,93
2026-02-25,Paid Social,Paid - Prospecting,41.93,7343,101
2026-02-26,Paid Social,Paid - Prospecting,41.93,2899,90
2026-02-27,Paid Social,Paid - Prospecting,41.93,4387,107
2026-02-28,Paid Social,Paid - Prospecting,30.19,4391,75
2026-02-01,Paid Social,Paid - Retargeting,36.46,3107,81
2026-02-02,Paid Social,Paid - Retargeting,50.63,7259,126
2026-02-03,Paid Social,Paid - Retargeting,50.63,6148,123
2026-02-04,Paid Social,Paid - Retargeting,50.63,5894,130
2026-02-05,Paid Social,Paid - Retargeting,50.63,8390,124
2026-02-06,Paid Social,Paid - Retargeting,50.63,5156,112
2026-02-07,Paid Social,Paid - Retargeting,36.46,4156,88
2026-02-08,Paid Social,Paid - Retargeting,36.46,4756,81
2026-02-09,Paid Social,Paid - Retargeting,50.63,8178,112
2026-02-10,Paid Social,Paid - Retargeting,50.63,7585,129
2026-02-11,Paid Social,Paid - Retargeting,50.63,7089,122
2026-02-12,Paid Social,Paid - Retargeting,50.63,5008,111
2026-02-13,Paid Social,Paid - Retargeting,50.63,5163,109
2026-02-14,Paid Social,Paid - Retargeting,36.46,6716,92
2026-02-15,Paid Social,Paid - Retargeting,36.46,5029,85
2026-02-16,Paid Social,Paid - Retargeting,50.63,7215,124
2026-02-17,Paid Social,Paid - Retargeting,50.63,7794,113
2026-02-18,Paid Social,Paid - Retargeting,50.63,4112,120
2026-02-19,Paid Social,Paid - Retargeting,50.63,6482,128
2026-02-20,Paid Social,Paid - Retargeting,50.63,6249,114
2026-02-21,Paid Social,Paid - Retargeting,36.46,2682,85
2026-02-22,Paid Social,Paid - Retargeting,36.46,5573,88
2026-02-23,Paid Social,Paid - Retargeting,50.63,5660,114
2026-02-24,Paid Social,Paid - Retargeting,50.63,6884,111
2026-02-25,Paid Social,Paid - Retargeting,50.63,4053,117
2026-02-26,Paid Social,Paid - Retargeting,50.63,7478,120
2026-02-27,Paid Social,Paid - Retargeting,50.63,8079,123
2026-02-28,Paid Social,Paid - Retargeting,36.46,2530,88
2026-02-01,Paid Social,Paid - Creator,51.91,8904,128
2026-02-02,Paid Social,Paid - Creator,72.09,6544,161
2026-02-03,Paid Social,Paid - Creator,72.09,7848,185
2026-02-04,Paid Social,Paid - Creator,72.09,5205,167
2026-02-05,Paid Social,Paid - Creator,72.09,9354,160
2026-02-06,Paid Social,Paid - Creator,72.09,8450,160
2026-02-07,Paid Social,Paid - Creator,51.91,7590,111
2026-02-08,Paid Social,Paid - Creator,51.91,3621,115
2026-02-09,Paid Social,Paid - Creator,72.09,5151,174
2026-02-10,Paid Social,Paid - Creator,72.09,7475,160
2026-02-11,Paid Social,Paid - Creator,72.09,4923,156
2026-02-12,Paid Social,Paid - Creator,72.09,10118,159
2026-02-13,Paid Social,Paid - Creator,72.09,6886,158
2026-02-14,Paid Social,Paid - Creator,51.91,8104,125
2026-02-15,Paid Social,Paid - Creator,51.91,8451,116
2026-02-16,Paid Social,Paid - Creator,72.09,7334,166
2026-02-17,Paid Social,Paid - Creator,72.09,6738,158
2026-02-18,Paid Social,Paid - Creator,72.09,5426,179
2026-02-19,Paid Social,Paid - Creator,72.09,9386,164
2026-02-20,Paid Social,Paid - Creator,72.09,4735,154
2026-02-21,Paid Social,Paid - Creator,51.91,8685,134
2026-02-22,Paid Social,Paid - Creator,51.91,4038,127
2026-02-23,Paid Social,Paid - Creator,72.09,5375,162
2026-02-24,Paid Social,Paid - Creator,72.09,9442,158
2026-02-25,Paid Social,Paid - Creator,72.09,8629,165
2026-02-26,Paid Social,Paid - Creator,72.09,13480,186
2026-02-27,Paid Social,Paid - Creator,72.09,10117,180
2026-02-28,Paid Social,Paid - Creator,51.91,5588,114
2026-02-01,Affiliate,Affiliate - Cashback,7.38,632,9
2026-02-02,Affiliate,Affiliate - Cashback,10.26,601,13
2026-02-03,Affiliate,Affiliate - Cashback,10.26,501,15
2026-02-04,Affiliate,Affiliate - Cashback,10.26,437,14
2026-02-05,Affiliate,Affiliate - Cashback,10.26,860,14
2026-02-06,Affiliate,Affiliate - Cashback,10.26,1100,15
2026-02-07,Affiliate,Affiliate - Cashback,7.38,341,9
2026-02-08,Affiliate,Affiliate - Cashback,7.38,398,10
2026-02-09,Affiliate,Affiliate - Cashback,10.26,980,14
2026-02-10,Affiliate,Affiliate - Cashback,10.26,772,16
2026-02-11,Affiliate,Affiliate - Cashback,10.26,1119,16
2026-02-12,Affiliate,Affiliate - Cashback,10.26,976,15
2026-02-13,Affiliate,Affiliate - Cashback,10.26,405,14
2026-02-14,Affiliate,Affiliate - Cashback,7.38,483,11
2026-02-15,Affiliate,Affiliate - Cashback,7.38,638,10
2026-02-16,Affiliate,Affiliate - Cashback,10.26,768,15
2026-02-17,Affiliate,Affiliate - Cashback,10.26,1002,16
2026-02-18,Affiliate,Affiliate - Cashback,10.26,748,14
2026-02-19,Affiliate,Affiliate - Cashback,10.26,806,15
2026-02-20,Affiliate,Affiliate - Cashback,10.26,962,15
2026-02-21,Affiliate,Affiliate - Cashback,7.38,580,11
2026-02-22,Affiliate,Affiliate - Cashback,7.38,489,10
2026-02-23,Affiliate,Affiliate - Cashback,10.26,402,13
2026-02-24,Affiliate,Affiliate - Cashback,10.26,655,14
2026-02-25,Affiliate,Affiliate - Cashback,10.26,503,16
2026-02-26,Affiliate,Affiliate - Cashback,10.26,937,13
2026-02-27,Affiliate,Affiliate - Cashback,10.26,874,14
2026-02-28,Affiliate,Affiliate - Cashback,7.38,786,11
2026-02-01,Affiliate,Affiliate - Content,4.71,276,7
2026-02-02,Affiliate,Affiliate - Content,6.54,511,9
2026-02-03,Affiliate,Affiliate - Content,6.54,276,9
2026-02-04,Affiliate,Affiliate - Content,6.54,650,9
2026-02-05,Affiliate,Affiliate - Content,6.54,413,10
2026-02-06,Affiliate,Affiliate - Content,6.54,295,10
2026-02-07,Affiliate,Affiliate - Content,4.71,387,6
2026-02-08,Affiliate,Affiliate - Content,4.71,414,6
2026-02-09,Affiliate,Affiliate - Content,6.54,612,9
2026-02-10,Affiliate,Affiliate - Content,6.54,484,9
2026-02-11,Affiliate,Affiliate - Content,6.54,395,8
2026-02-12,Affiliate,Affiliate - Content,6.54,364,9
2026-02-13,Affiliate,Affiliate - Content,6.54,386,9
2026-02-14,Affiliate,Affiliate - Content,4.71,190,6
2026-02-15,Affiliate,Affiliate - Content,4.71,416,6
2026-02-16,Affiliate,Affiliate - Content,6.54,357,9
2026-02-17,Affiliate,Affiliate - Content,6.54,565,9
2026-02-18,Affiliate,Affiliate - Content,6.54,311,9
2026-02-19,Affiliate,Affiliate - Content,6.54,650,10
2026-02-20,Affiliate,Affiliate - Content,6.54,288,8
2026-02-21,Affiliate,Affiliate - Content,4.71,430,6
2026-02-22,Affiliate,Affiliate - Content,4.71,431,7
2026-02-23,Affiliate,Affiliate - Content,6.54,450,10
2026-02-24,Affiliate,Affiliate - Content,6.54,545,9
2026-02-25,Affiliate,Affiliate - Content,6.54,311,9
2026-02-26,Affiliate,Affiliate - Content,6.54,308,8
2026-02-27,Affiliate,Affiliate - Content,6.54,290,8
2026-02-28,Affiliate,Affiliate - Content,4.71,168,6
2026-02-01,Affiliate,Affiliate - Voucher,3.69,330,5
2026-02-02,Affiliate,Affiliate - Voucher,5.13,430,7
2026-02-03,Affiliate,Affiliate - Voucher,5.13,404,7
2026-02-04,Affiliate,Affiliate - Voucher,5.13,225,8
2026-02-05,Affiliate,Affiliate - Voucher,5.13,276,7
2026-02-06,Affiliate,Affiliate - Voucher,5.13,298,7
2026-02-07,Affiliate,Affiliate - Voucher,3.69,275,5
2026-02-08,Affiliate,Affiliate - Voucher,3.69,234,5
2026-02-09,Affiliate,Affiliate - Voucher,5.13,476,7
2026-02-10,Affiliate,Affiliate - Voucher,5.13,245,7
2026-02-11,Affiliate,Affiliate - Voucher,5.13,442,7
2026-02-12,Affiliate,Affiliate - Voucher,5.13,379,7
2026-02-13,Affiliate,Affiliate - Voucher,5.13,448,7
2026-02-14,Affiliate,Affiliate - Voucher,3.69,209,4
2026-02-15,Affiliate,Affiliate - Voucher,3.69,216,5
2026-02-16,Affiliate,Affiliate - Voucher,5.13,326,7
2026-02-17,Affiliate,Affiliate - Voucher,5.13,322,7
2026-02-18,Affiliate,Affiliate - Voucher,5.13,243,7
2026-02-19,Affiliate,Affiliate - Voucher,5.13,308,6
2026-02-20,Affiliate,Affiliate - Voucher,5.13,323,7
2026-02-21,Affiliate,Affiliate - Voucher,3.69,269,5
2026-02-22,Affiliate,Affiliate - Voucher,3.69,183,5
2026-02-23,Affiliate,Affiliate - Voucher,5.13,260,8
2026-02-24,Affiliate,Affiliate - Voucher,5.13,515,8
2026-02-25,Affiliate,Affiliate - Voucher,5.13,474,7
2026-02-26,Affiliate,Affiliate - Voucher,5.13,479,7
2026-02-27,Affiliate,Affiliate - Voucher,5.13,370,7
2026-02-28,Affiliate,Affiliate - Voucher,3.69,183,5
2026-02-01,Email & CRM,Email - Lifecycle,2.20,1358,19
2026-02-02,Email & CRM,Email - Lifecycle,3.06,958,24
2026-02-03,Email & CRM,Email - Lifecycle,3.06,880,23
2026-02-04,Email & CRM,Email - Lifecycle,3.06,1369,27
2026-02-05,Email & CRM,Email - Lifecycle,3.06,1047,25
2026-02-06,Email & CRM,Email - Lifecycle,3.06,920,23
2026-02-07,Email & CRM,Email - Lifecycle,2.20,1025,18
2026-02-08,Email & CRM,Email - Lifecycle,2.20,1109,18
2026-02-09,Email & CRM,Email - Lifecycle,3.06,1228,27
2026-02-10,Email & CRM,Email - Lifecycle,3.06,1097,26
2026-02-11,Email & CRM,Email - Lifecycle,3.06,734,24
2026-02-12,Email & CRM,Email - Lifecycle,3.06,1001,23
2026-02-13,Email & CRM,Email - Lifecycle,3.06,1237,27
2026-02-14,Email & CRM,Email - Lifecycle,2.20,735,17
2026-02-15,Email & CRM,Email - Lifecycle,2.20,1005,18
2026-02-16,Email & CRM,Email - Lifecycle,3.06,1002,25
2026-02-17,Email & CRM,Email - Lifecycle,3.06,875,23
2026-02-18,Email & CRM,Email - Lifecycle,3.06,1744,26
2026-02-19,Email & CRM,Email - Lifecycle,3.06,826,26
2026-02-20,Email & CRM,Email - Lifecycle,3.06,1219,25
2026-02-21,Email & CRM,Email - Lifecycle,2.20,726,17
2026-02-22,Email & CRM,Email - Lifecycle,2.20,764,16
2026-02-23,Email & CRM,Email - Lifecycle,3.06,860,23
2026-02-24,Email & CRM,Email - Lifecycle,3.06,1683,27
2026-02-25,Email & CRM,Email - Lifecycle,3.06,829,24
2026-02-26,Email & CRM,Email - Lifecycle,3.06,971,25
2026-02-27,Email & CRM,Email - Lifecycle,3.06,1230,27
2026-02-28,Email & CRM,Email - Lifecycle,2.20,704,17
2026-02-01,Email & CRM,Email - Winback,2.84,1034,24
2026-02-02,Email & CRM,Email - Winback,3.95,2003,31
2026-02-03,Email & CRM,Email - Winback,3.95,1630,33
2026-02-04,Email & CRM,Email - Winback,3.95,1952,32
2026-02-05,Email & CRM,Email - Winback,3.95,1032,33
2026-02-06,Email & CRM,Email - Winback,3.95,1688,32
2026-02-07,Email & CRM,Email - Winback,2.84,851,25
2026-02-08,Email & CRM,Email - Winback,2.84,692,22
2026-02-09,Email & CRM,Email - Winback,3.95,2154,32
2026-02-10,Email & CRM,Email - Winback,3.95,1559,30
2026-02-11,Email & CRM,Email - Winback,3.95,1399,30
2026-02-12,Email & CRM,Email - Winback,3.95,1592,30
2026-02-13,Email & CRM,Email - Winback,3.95,1535,32
2026-02-14,Email & CRM,Email - Winback,2.84,1699,23
2026-02-15,Email & CRM,Email - Winback,2.84,1350,24
2026-02-16,Email & CRM,Email - Winback,3.95,1209,31
2026-02-17,Email & CRM,Email - Winback,3.95,1647,32
2026-02-18,Email & CRM,Email - Winback,3.95,1925,32
2026-02-19,Email & CRM,Email - Winback,3.95,1347,35
2026-02-20,Email & CRM,Email - Winback,3.95,1743,31
2026-02-21,Email & CRM,Email - Winback,2.84,712,25
2026-02-22,Email & CRM,Email - Winback,2.84,707,23
2026-02-23,Email & CRM,Email - Winback,3.95,1842,31
2026-02-24,Email & CRM,Email - Winback,3.95,874,30
2026-02-25,Email & CRM,Email - Winback,3.95,1034,32
2026-02-26,Email & CRM,Email - Winback,3.95,2110,33
2026-02-27,Email & CRM,Email - Winback,3.95,1250,33
2026-02-28,Email & CRM,Email - Winback,2.84,1201,23
2026-02-01,Marketplace,Marketplace - Sponsored Listings,18.72,1642,30
2026-02-02,Marketplace,Marketplace - Sponsored Listings,26.00,2036,49
2026-02-03,Marketplace,Marketplace - Sponsored Listings,26.00,2585,47
2026-02-04,Marketplace,Marketplace - Sponsored Listings,26.00,2225,51
2026-02-05,Marketplace,Marketplace - Sponsored Listings,26.00,2443,49
2026-02-06,Marketplace,Marketplace - Sponsored Listings,26.00,2577,49
2026-02-07,Marketplace,Marketplace - Sponsored Listings,18.72,1058,33
2026-02-08,Marketplace,Marketplace - Sponsored Listings,18.72,1782,32
2026-02-09,Marketplace,Marketplace - Sponsored Listings,26.00,2560,49
2026-02-10,Marketplace,Marketplace - Sponsored Listings,26.00,2236,51
2026-02-11,Marketplace,Marketplace - Sponsored Listings,26.00,2536,42
2026-02-12,Marketplace,Marketplace - Sponsored Listings,26.00,2975,44
2026-02-13,Marketplace,Marketplace - Sponsored Listings,26.00,1742,42
2026-02-14,Marketplace,Marketplace - Sponsored Listings,18.72,1031,35
2026-02-15,Marketplace,Marketplace - Sponsored Listings,18.72,1061,33
2026-02-16,Marketplace,Marketplace - Sponsored Listings,26.00,3285,50
2026-02-17,Marketplace,Marketplace - Sponsored Listings,26.00,3083,47
2026-02-18,Marketplace,Marketplace - Sponsored Listings,26.00,3237,47
2026-02-19,Marketplace,Marketplace - Sponsored Listings,26.00,2597,45
2026-02-20,Marketplace,Marketplace - Sponsored Listings,26.00,1733,51
2026-02-21,Marketplace,Marketplace - Sponsored Listings,18.72,1539,35
2026-02-22,Marketplace,Marketplace - Sponsored Listings,18.72,1621,33
2026-02-23,Marketplace,Marketplace - Sponsored Listings,26.00,3007,45
2026-02-24,Marketplace,Marketplace - Sponsored Listings,26.00,3424,48
2026-02-25,Marketplace,Marketplace - Sponsored Listings,26.00,2779,46
2026-02-26,Marketplace,Marketplace - Sponsored Listings,26.00,1353,42
2026-02-27,Marketplace,Marketplace - Sponsored Listings,26.00,1822,47
2026-02-28,Marketplace,Marketplace - Sponsored Listings,18.72,1184,34
2026-03-01,Organic Search,Organic - SEO Content,5.66,4040,112
2026-03-02,Organic Search,Organic - SEO Content,7.86,5420,166
2026-03-03,Organic Search,Organic - SEO Content,7.86,11857,172
2026-03-04,Organic Search,Organic - SEO Content,7.86,10904,157
2026-03-05,Organic Search,Organic - SEO Content,7.86,6167,143
2026-03-06,Organic Search,Organic - SEO Content,7.86,6800,151
2026-03-07,Organic Search,Organic - SEO Content,5.66,6282,120
2026-03-08,Organic Search,Organic - SEO Content,5.66,5632,112
2026-03-09,Organic Search,Organic - SEO Content,7.86,7414,153
2026-03-10,Organic Search,Organic - SEO Content,7.86,7397,168
2026-03-11,Organic Search,Organic - SEO Content,7.86,8035,171
2026-03-12,Organic Search,Organic - SEO Content,7.86,5722,150
2026-03-13,Organic Search,Organic - SEO Content,7.86,8365,147
2026-03-14,Organic Search,Organic - SEO Content,5.66,3262,104
2026-03-15,Organic Search,Organic - SEO Content,5.66,6788,101
2026-03-16,Organic Search,Organic - SEO Content,7.86,10545,154
2026-03-17,Organic Search,Organic - SEO Content,7.86,5748,152
2026-03-18,Organic Search,Organic - SEO Content,7.86,6260,169
2026-03-19,Organic Search,Organic - SEO Content,7.86,4088,146
2026-03-20,Organic Search,Organic - SEO Content,7.86,9954,144
2026-03-21,Organic Search,Organic - SEO Content,5.66,3225,109
2026-03-22,Organic Search,Organic - SEO Content,5.66,5830,121
2026-03-23,Organic Search,Organic - SEO Content,7.86,8270,163
2026-03-24,Organic Search,Organic - SEO Content,7.86,8859,166
2026-03-25,Organic Search,Organic - SEO Content,7.86,8845,167
2026-03-26,Organic Search,Organic - SEO Content,7.86,6787,165
2026-03-27,Organic Search,Organic - SEO Content,7.86,10338,156
2026-03-28,Organic Search,Organic - SEO Content,5.66,5332,115
2026-03-29,Organic Search,Organic - SEO Content,5.66,7734,105
2026-03-30,Organic Search,Organic - SEO Content,7.86,12050,168
2026-03-31,Organic Search,Organic - SEO Content,7.86,8753,141
2026-03-01,Paid Search,Paid - Brand,23.40,873,23
2026-03-02,Paid Search,Paid - Brand,32.50,1101,31
2026-03-03,Paid Search,Paid - Brand,32.50,2108,34
2026-03-04,Paid Search,Paid - Brand,32.50,1885,33
2026-03-05,Paid Search,Paid - Brand,32.50,1180,36
2026-03-06,Paid Search,Paid - Brand,32.50,1811,35
2026-03-07,Paid Search,Paid - Brand,23.40,1400,24
2026-03-08,Paid Search,Paid - Brand,23.40,1762,26
2026-03-09,Paid Search,Paid - Brand,32.50,2324,35
2026-03-10,Paid Search,Paid - Brand,32.50,1491,30
2026-03-11,Paid Search,Paid - Brand,32.50,2426,36
2026-03-12,Paid Search,Paid - Brand,32.50,1690,33
2026-03-13,Paid Search,Paid - Brand,32.50,2455,35
2026-03-14,Paid Search,Paid - Brand,23.40,643,22
2026-03-15,Paid Search,Paid - Brand,23.40,735,25
2026-03-16,Paid Search,Paid - Brand,32.50,1693,30
2026-03-17,Paid Search,Paid - Brand,32.50,1701,35
2026-03-18,Paid Search,Paid - Brand,32.50,1231,31
2026-03-19,Paid Search,Paid - Brand,32.50,1875,32
2026-03-20,Paid Search,Paid - Brand,32.50,1807,37
2026-03-21,Paid Search,Paid - Brand,23.40,1677,24
2026-03-22,Paid Search,Paid - Brand,23.40,1258,22
2026-03-23,Paid Search,Paid - Brand,32.50,1001,32
2026-03-24,Paid Search,Paid - Brand,32.50,1872,34
2026-03-25,Paid Search,Paid - Brand,32.50,1301,32
2026-03-26,Paid Search,Paid - Brand,32.50,2389,36
2026-03-27,Paid Search,Paid - Brand,32.50,1916,35
2026-03-28,Paid Search,Paid - Brand,23.40,1059,24
2026-03-29,Paid Search,Paid - Brand,23.40,1788,26
2026-03-30,Paid Search,Paid - Brand,32.50,1758,35
2026-03-31,Paid Search,Paid - Brand,32.50,2100,36
2026-03-01,Paid Search,Paid - Generic,28.63,837,29
2026-03-02,Paid Search,Paid - Generic,39.76,1755,42
2026-03-03,Paid Search,Paid - Generic,39.76,2815,39
2026-03-04,Paid Search,Paid - Generic,39.76,2265,43
2026-03-05,Paid Search,Paid - Generic,39.76,1370,41
2026-03-06,Paid Search,Paid - Generic,39.76,1710,40
2026-03-07,Paid Search,Paid - Generic,28.63,1930,29
2026-03-08,Paid Search,Paid - Generic,28.63,1248,30
2026-03-09,Paid Search,Paid - Generic,39.76,2001,40
2026-03-10,Paid Search,Paid - Generic,39.76,2340,45
2026-03-11,Paid Search,Paid - Generic,39.76,1362,41
2026-03-12,Paid Search,Paid - Generic,39.76,3030,42
2026-03-13,Paid Search,Paid - Generic,39.76,1127,40
2026-03-14,Paid Search,Paid - Generic,28.63,1941,29
2026-03-15,Paid Search,Paid - Generic,28.63,1870,29
2026-03-16,Paid Search,Paid - Generic,39.76,1701,45
2026-03-17,Paid Search,Paid - Generic,39.76,2748,42
2026-03-18,Paid Search,Paid - Generic,39.76,1547,39
