order_id,customer_id,order_date,order_channel,order_sequence,is_shipped,fulfilment_centre,carrier,promised_delivery_date,shipped_date,delivered_date,shipping_fee_charged,shipping_cost,payment_method,promo_code,order_status
O0012789,C007325,2026-02-13,Mobile App,2,1,FC-North,Swiftline,2026-02-18,2026-02-15,2026-02-16,0.00,17.37,Card,,Delivered
O0012790,C007325,2026-04-10,Web,3,1,FC-North,Regional Freight,2026-04-14,2026-04-11,2026-04-13,0.00,2.72,Buy Now Pay Later,FLASH25,Delivered
O0012791,C007326,2025-12-29,Web,1,1,FC-North,Regional Freight,2026-01-02,2025-12-30,2026-01-04,0.00,2.68,Card,,Delivered
O0012792,C007327,2026-01-01,Web,1,1,FC-Central,Metro Post,2026-01-05,2026-01-02,2026-01-05,4.99,2.95,Card,WELCOME10,Delivered
O0012793,C007328,2025-12-29,Web,1,1,FC-South,Metro Post,2026-01-01,2025-12-29,2026-01-01,0.00,3.10,Buy Now Pay Later,FLASH25,Delivered
O0012794,C007328,2026-01-30,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0012795,C007329,2025-12-28,Web,1,1,FC-South,Regional Freight,2025-12-31,2025-12-29,2026-01-03,0.00,8.44,Card,SAVE15,Delivered
O0012796,C007330,2025-12-29,Marketplace,1,1,FC-Central,Regional Freight,2026-01-03,2025-12-29,2026-01-01,0.00,8.04,Card,,Delivered
O0012797,C007331,2025-12-28,Mobile App,1,1,FC-South,Metro Post,2025-12-31,2025-12-29,2025-12-30,0.00,7.40,Digital Wallet,,Delivered
O0012798,C007331,2026-01-18,Web,2,1,FC-South,Regional Freight,2026-01-22,2026-01-18,2026-01-22,0.00,7.36,Gift Card,,Delivered
O0012799,C007332,2025-12-31,Mobile App,1,1,FC-South,Regional Freight,2026-01-04,2025-12-31,2026-01-04,0.00,8.93,Digital Wallet,,Delivered
O0012800,C007333,2025-12-31,Marketplace,1,1,FC-Central,Swiftline,2026-01-03,2025-12-31,2026-01-02,0.00,23.24,Card,FLASH25,Delivered
O0012801,C007333,2026-02-24,Marketplace,2,1,FC-Central,Metro Post,2026-02-28,2026-02-24,2026-02-27,0.00,8.32,Card,SAVE15,Delivered
O0012802,C007334,2025-12-30,Marketplace,1,1,FC-South,Metro Post,2026-01-03,2025-12-30,2026-01-05,0.00,6.64,Card,FLASH25,Delivered
O0012803,C007334,2026-03-28,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0012804,C007335,2025-12-30,Mobile App,1,1,FC-South,Swiftline,2026-01-01,2025-12-30,2026-01-01,0.00,4.50,Digital Wallet,,Delivered
O0012805,C007336,2025-12-30,Web,1,1,FC-South,Swiftline,2026-01-02,2025-12-31,2026-01-04,0.00,10.54,Card,,Delivered
O0012806,C007336,2026-01-31,Web,2,1,FC-South,Swiftline,2026-02-05,2026-01-31,2026-02-04,0.00,11.73,Gift Card,SEASON20,Delivered
O0012807,C007337,2025-12-28,Mobile App,1,1,FC-South,Regional Freight,2025-12-31,2025-12-28,2026-01-03,0.00,2.38,Digital Wallet,WELCOME10,Delivered
O0012808,C007338,2025-12-29,Web,1,1,FC-South,Swiftline,2026-01-01,2025-12-30,2025-12-31,0.00,4.46,Digital Wallet,SEASON20,Delivered
O0012809,C007339,2025-12-28,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,WELCOME10,Collected
O0012810,C007340,2026-01-01,Mobile App,1,1,FC-North,Swiftline,2026-01-03,2026-01-02,2026-01-03,0.00,4.76,Buy Now Pay Later,SEASON20,Delivered
O0012811,C007341,2026-01-01,Mobile App,1,1,FC-South,Regional Freight,2026-01-06,2026-01-01,2026-01-04,4.99,2.50,Card,,Delivered
O0012812,C007341,2026-02-14,Web,2,1,FC-South,Regional Freight,2026-02-18,2026-02-14,2026-02-17,0.00,3.87,Card,WELCOME10,Delivered
O0012813,C007341,2026-04-06,Store,3,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,WELCOME10,Collected
O0012814,C007342,2025-12-29,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0012815,C007343,2025-12-31,Mobile App,1,1,FC-South,Regional Freight,2026-01-04,2026-01-01,2026-01-07,0.00,2.91,Card,,Delivered
O0012816,C007344,2025-12-30,Web,1,1,FC-South,Metro Post,2026-01-01,2025-12-31,2026-01-01,0.00,4.98,Digital Wallet,WELCOME10,Delivered
O0012817,C007344,2026-01-19,Web,2,1,FC-South,Swiftline,2026-01-22,2026-01-20,2026-01-21,0.00,4.59,Buy Now Pay Later,,Delivered
O0012818,C007345,2025-12-29,Mobile App,1,1,FC-North,Metro Post,2025-12-31,2025-12-30,2026-01-02,0.00,5.49,Card,WELCOME10,Delivered
O0012819,C007346,2025-12-31,Mobile App,1,1,FC-Central,Swiftline,2026-01-03,2025-12-31,2026-01-12,0.00,5.38,Card,SEASON20,Delivered
O0012820,C007347,2026-01-02,Marketplace,1,1,FC-Central,Metro Post,2026-01-05,2026-01-02,2026-01-04,0.00,3.56,Digital Wallet,,Delivered
O0012821,C007348,2025-12-30,Web,1,1,FC-North,Swiftline,2026-01-02,2026-01-01,2026-01-03,0.00,18.63,Card,WELCOME10,Delivered
O0012822,C007348,2026-03-16,Web,2,1,FC-North,Regional Freight,2026-03-20,2026-03-16,2026-03-20,0.00,19.61,Card,,Delivered
O0012823,C007349,2025-12-29,Mobile App,1,1,FC-North,Swiftline,2026-01-01,2025-12-29,2025-12-31,0.00,13.04,Card,CLEAR40,Delivered
O0012824,C007350,2026-01-02,Web,1,1,FC-Central,Metro Post,2026-01-06,2026-01-02,2026-01-05,0.00,6.75,Card,,Delivered
O0012825,C007350,2026-03-11,Marketplace,2,1,FC-Central,Swiftline,2026-03-13,2026-03-11,2026-03-13,0.00,16.49,Digital Wallet,WELCOME10,Delivered
O0012826,C007350,2026-05-13,Web,3,1,FC-Central,Swiftline,2026-05-15,2026-05-13,2026-05-18,0.00,5.65,Card,WELCOME10,Delivered
O0012827,C007350,2026-06-27,Web,4,1,FC-Central,Regional Freight,2026-07-01,2026-06-27,2026-07-01,0.00,3.02,Card,WELCOME10,Delivered
O0012828,C007351,2025-12-30,Mobile App,1,1,FC-North,Regional Freight,2026-01-03,2025-12-30,2026-01-02,0.00,16.36,Card,,Delivered
O0012829,C007351,2026-03-09,Mobile App,2,1,FC-North,Regional Freight,2026-03-13,2026-03-10,2026-03-13,0.00,3.34,Card,,Delivered
O0012830,C007351,2026-04-22,Web,3,1,FC-North,Swiftline,2026-04-26,2026-04-22,2026-04-25,0.00,7.78,Card,,Delivered
O0012831,C007352,2025-12-30,Mobile App,1,1,FC-Central,Swiftline,2026-01-04,2025-12-31,2026-01-04,0.00,6.25,Digital Wallet,,Delivered
O0012832,C007352,2026-02-19,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0012833,C007352,2026-04-16,Store,3,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0012834,C007352,2026-06-08,Web,4,1,FC-Central,Regional Freight,2026-06-12,2026-06-09,2026-06-12,0.00,2.62,Card,,Delivered
O0012835,C007353,2025-12-29,Web,1,1,FC-North,Swiftline,2025-12-31,2025-12-29,2025-12-31,0.00,9.35,Digital Wallet,FLASH25,Delivered
O0012836,C007353,2026-01-17,Web,2,1,FC-North,Swiftline,2026-01-21,2026-01-17,2026-01-20,0.00,18.74,Card,CLEAR40,Delivered
O0012837,C007353,2026-02-21,Web,3,1,FC-North,Metro Post,2026-02-23,2026-02-21,2026-02-23,0.00,6.17,Card,,Delivered
O0012838,C007353,2026-04-25,Web,4,1,FC-North,Swiftline,2026-04-29,2026-04-26,2026-04-29,0.00,4.30,Buy Now Pay Later,,Delivered
O0012839,C007354,2025-12-29,Web,1,1,FC-North,Swiftline,2025-12-31,2025-12-29,2025-12-31,0.00,13.04,Digital Wallet,FLASH25,Delivered
O0012840,C007355,2025-12-30,Web,1,1,FC-South,Swiftline,2026-01-03,2025-12-30,2026-01-02,0.00,12.30,Card,,Delivered
O0012841,C007355,2026-05-25,Marketplace,2,1,FC-South,Regional Freight,2026-05-28,2026-05-25,2026-05-28,4.99,2.47,Card,SAVE15,Delivered
O0012842,C007356,2026-01-02,Mobile App,1,1,FC-Central,Metro Post,2026-01-06,2026-01-02,2026-01-06,0.00,3.07,Digital Wallet,CLEAR40,Delivered
O0012843,C007357,2025-12-31,Web,1,1,FC-South,Metro Post,2026-01-04,2025-12-31,2026-01-03,0.00,7.22,Card,,Delivered
O0012844,C007358,2026-01-03,Marketplace,1,1,FC-North,Swiftline,2026-01-05,2026-01-03,2026-01-04,0.00,6.29,Card,CLEAR40,Delivered
O0012845,C007359,2025-12-30,Marketplace,1,1,FC-South,Swiftline,2026-01-04,2025-12-30,2026-01-03,0.00,7.55,Buy Now Pay Later,,Delivered
O0012846,C007359,2026-01-31,Web,2,1,FC-South,Metro Post,2026-02-03,2026-01-31,2026-02-02,0.00,3.56,Card,SEASON20,Delivered
O0012847,C007360,2026-01-03,Web,1,1,FC-South,Regional Freight,2026-01-07,2026-01-03,2026-01-07,0.00,19.56,Buy Now Pay Later,,Delivered
O0012848,C007361,2026-01-02,Mobile App,1,1,FC-North,Metro Post,2026-01-06,2026-01-02,2026-01-06,0.00,12.95,Card,,Delivered
O0012849,C007361,2026-01-29,Web,2,1,FC-North,Regional Freight,2026-02-01,2026-01-30,2026-02-01,0.00,2.72,Card,,Delivered
O0012850,C007362,2025-12-31,Marketplace,1,1,FC-Central,Swiftline,2026-01-02,2025-12-31,2026-01-02,0.00,5.55,Card,FLASH25,Delivered
O0012851,C007363,2026-01-02,Web,1,1,FC-North,Regional Freight,2026-01-04,2026-01-02,2026-01-03,0.00,2.70,Card,FLASH25,Delivered
O0012852,C007364,2025-12-31,Mobile App,1,1,FC-Central,Swiftline,2026-01-04,2026-01-02,2026-01-03,0.00,19.38,Card,CLEAR40,Delivered
O0012853,C007365,2026-01-01,Marketplace,1,1,FC-Central,Swiftline,2026-01-04,2026-01-01,2026-01-03,0.00,8.47,Card,,Delivered
O0012854,C007366,2025-12-30,Web,1,1,FC-South,Swiftline,2026-01-01,2025-12-30,2026-01-01,0.00,5.22,Card,,Delivered
O0012855,C007367,2025-12-30,Web,1,1,FC-South,Regional Freight,2026-01-03,2025-12-30,2026-01-06,0.00,9.99,Card,,Delivered
O0012856,C007368,2026-01-01,Marketplace,1,1,FC-South,Metro Post,2026-01-04,2026-01-01,2026-01-02,0.00,3.00,Digital Wallet,SAVE15,Delivered
O0012857,C007369,2026-01-01,Mobile App,1,1,FC-North,Regional Freight,2026-01-04,2026-01-02,2026-01-03,0.00,6.53,Card,,Delivered
O0012858,C007370,2025-12-31,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,CLEAR40,Collected
O0012859,C007370,2026-04-10,Web,2,1,FC-North,Regional Freight,2026-04-14,2026-04-10,2026-04-13,0.00,13.20,Card,SAVE15,Delivered
O0012860,C007371,2025-12-31,Mobile App,1,1,FC-South,Metro Post,2026-01-04,2026-01-02,2026-01-06,0.00,4.85,Card,WELCOME10,Delivered
O0012861,C007371,2026-03-10,Web,2,1,FC-South,Regional Freight,2026-03-13,2026-03-11,2026-03-13,0.00,8.14,Digital Wallet,WELCOME10,Delivered
O0012862,C007371,2026-04-07,Mobile App,3,1,FC-South,Regional Freight,2026-04-12,2026-04-07,2026-04-12,0.00,18.18,Card,SEASON20,Delivered
O0012863,C007372,2026-01-01,Web,1,1,FC-Central,Regional Freight,2026-01-05,2026-01-01,2026-01-05,0.00,3.73,Card,SEASON20,Delivered
O0012864,C007372,2026-06-03,Web,2,1,FC-Central,Swiftline,2026-06-06,2026-06-03,2026-06-05,0.00,10.67,Gift Card,SEASON20,Delivered
O0012865,C007373,2026-01-01,Mobile App,1,1,FC-South,Metro Post,2026-01-05,2026-01-01,2026-01-04,0.00,5.18,Card,CLEAR40,Delivered
O0012866,C007373,2026-02-28,Mobile App,2,1,FC-South,Metro Post,2026-03-02,2026-02-28,2026-03-01,0.00,3.93,Card,SEASON20,Delivered
O0012867,C007374,2026-01-03,Mobile App,1,1,FC-North,Regional Freight,2026-01-06,2026-01-03,2026-01-06,0.00,2.77,Buy Now Pay Later,WELCOME10,Delivered
O0012868,C007374,2026-04-24,Web,2,1,FC-North,Metro Post,2026-04-28,2026-04-24,2026-04-28,0.00,3.56,Buy Now Pay Later,FLASH25,Delivered
O0012869,C007375,2026-01-03,Web,1,1,FC-North,Metro Post,2026-01-06,2026-01-03,2026-01-06,0.00,5.66,Digital Wallet,SEASON20,Delivered
O0012870,C007376,2026-01-01,Web,1,1,FC-Central,Metro Post,2026-01-05,2026-01-02,2026-01-03,4.99,2.97,Digital Wallet,SEASON20,Delivered
O0012871,C007376,2026-03-10,Web,2,1,FC-Central,Regional Freight,2026-03-13,2026-03-10,2026-03-12,0.00,9.70,Digital Wallet,SEASON20,Delivered
O0012872,C007377,2026-01-02,Web,1,1,FC-South,Regional Freight,2026-01-07,2026-01-02,2026-01-07,0.00,5.43,Digital Wallet,SAVE15,Delivered
O0012873,C007377,2026-04-07,Mobile App,2,1,FC-South,Metro Post,2026-04-12,2026-04-08,2026-04-12,0.00,4.41,Card,WELCOME10,Delivered
O0012874,C007378,2026-01-05,Web,1,1,FC-Central,Swiftline,2026-01-10,2026-01-05,2026-01-10,0.00,3.93,Digital Wallet,,Delivered
O0012875,C007379,2026-01-02,Mobile App,1,1,FC-Central,Regional Freight,2026-01-06,2026-01-02,2026-01-15,0.00,10.49,Card,SEASON20,Delivered
O0012876,C007380,2026-01-06,Mobile App,1,1,FC-South,Swiftline,2026-01-10,2026-01-06,2026-01-09,0.00,4.04,Card,SEASON20,Delivered
O0012877,C007381,2026-01-04,Mobile App,1,1,FC-South,Regional Freight,2026-01-08,2026-01-05,2026-01-06,0.00,5.69,Card,CLEAR40,Delivered
O0012878,C007382,2026-01-03,Mobile App,1,1,FC-Central,Regional Freight,2026-01-08,2026-01-03,2026-01-07,0.00,22.75,Digital Wallet,WELCOME10,Delivered
O0012879,C007383,2026-01-03,Mobile App,1,1,FC-South,Metro Post,2026-01-07,2026-01-03,2026-01-05,0.00,6.43,Buy Now Pay Later,WELCOME10,Delivered
O0012880,C007383,2026-01-19,Marketplace,2,1,FC-South,Regional Freight,2026-01-22,2026-01-20,2026-01-21,0.00,3.26,Buy Now Pay Later,CLEAR40,Delivered
O0012881,C007384,2026-01-02,Web,1,1,FC-South,Regional Freight,2026-01-05,2026-01-03,2026-01-05,0.00,10.58,Card,,Delivered
O0012882,C007385,2026-01-02,Marketplace,1,1,FC-South,Regional Freight,2026-01-06,2026-01-02,2026-01-05,0.00,4.26,Digital Wallet,FLASH25,Delivered
O0012883,C007385,2026-03-10,Marketplace,2,1,FC-South,Regional Freight,2026-03-13,2026-03-12,2026-03-13,0.00,6.69,Card,,Delivered
O0012884,C007386,2026-01-03,Web,1,1,FC-Central,Swiftline,2026-01-07,2026-01-04,2026-01-06,0.00,5.72,Card,,Delivered
O0012885,C007386,2026-03-05,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0012886,C007386,2026-03-30,Web,3,1,FC-Central,Regional Freight,2026-04-03,2026-03-30,2026-04-02,0.00,13.61,Digital Wallet,SAVE15,Delivered
O0012887,C007387,2026-01-06,Web,1,1,FC-South,Swiftline,2026-01-11,2026-01-06,2026-01-10,0.00,9.58,Card,CLEAR40,Delivered
O0012888,C007387,2026-03-22,Web,2,1,FC-South,Metro Post,2026-03-26,2026-03-22,2026-03-24,0.00,7.02,Buy Now Pay Later,,Delivered
O0012889,C007387,2026-04-07,Mobile App,3,1,FC-South,Metro Post,2026-04-11,2026-04-08,2026-04-10,0.00,3.89,Buy Now Pay Later,CLEAR40,Delivered
O0012890,C007388,2026-01-05,Marketplace,1,1,FC-North,Metro Post,2026-01-08,2026-01-06,2026-01-08,0.00,8.76,Buy Now Pay Later,FLASH25,Delivered
O0012891,C007389,2026-01-04,Mobile App,1,1,FC-North,Swiftline,2026-01-06,2026-01-05,2026-01-06,4.99,4.18,Buy Now Pay Later,FLASH25,Delivered
O0012892,C007390,2026-01-04,Web,1,1,FC-Central,Swiftline,2026-01-06,2026-01-06,2026-01-07,0.00,4.42,Digital Wallet,CLEAR40,Delivered
O0012893,C007391,2026-01-05,Web,1,1,FC-North,Swiftline,2026-01-08,2026-01-05,2026-01-08,0.00,5.90,Digital Wallet,SEASON20,Delivered
O0012894,C007392,2026-01-07,Marketplace,1,1,FC-South,Swiftline,2026-01-10,2026-01-07,2026-01-09,0.00,8.58,Card,,Delivered
O0012895,C007393,2026-01-05,Marketplace,1,1,FC-Central,Regional Freight,2026-01-10,2026-01-05,2026-01-10,0.00,5.60,Card,,Delivered
O0012896,C007394,2026-01-06,Web,1,1,FC-North,Swiftline,2026-01-10,2026-01-06,2026-01-09,0.00,5.39,Gift Card,SEASON20,Delivered
O0012897,C007395,2026-01-05,Mobile App,1,1,FC-Central,Regional Freight,2026-01-08,2026-01-06,2026-01-09,0.00,5.93,Card,WELCOME10,Delivered
O0012898,C007396,2026-01-06,Mobile App,1,1,FC-South,Metro Post,2026-01-09,2026-01-06,2026-01-09,0.00,11.44,Gift Card,,Delivered
O0012899,C007397,2026-01-07,Web,1,1,FC-Central,Metro Post,2026-01-10,2026-01-08,2026-01-09,4.99,7.43,Card,SEASON20,Delivered
O0012900,C007397,2026-04-03,Web,2,1,FC-Central,Regional Freight,2026-04-06,2026-04-05,2026-04-06,0.00,8.63,Digital Wallet,SEASON20,Delivered
O0012901,C007397,2026-05-01,Store,3,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,SAVE15,Collected
O0012902,C007398,2026-01-04,Web,1,1,FC-South,Regional Freight,2026-01-08,2026-01-04,2026-01-12,4.99,5.29,Card,CLEAR40,Delivered
O0012903,C007399,2026-01-03,Mobile App,1,1,FC-North,Swiftline,2026-01-07,2026-01-03,2026-01-06,0.00,8.53,Card,FLASH25,Delivered
O0012904,C007399,2026-02-06,Web,2,1,FC-North,Metro Post,2026-02-09,2026-02-07,2026-02-09,0.00,3.18,Card,SEASON20,Delivered
O0012905,C007399,2026-03-18,Web,3,1,FC-North,Swiftline,2026-03-22,2026-03-18,2026-03-22,0.00,8.08,Buy Now Pay Later,WELCOME10,Delivered
O0012906,C007399,2026-06-15,Mobile App,4,1,FC-North,Swiftline,2026-06-18,2026-06-16,2026-06-18,0.00,5.59,Card,SEASON20,Delivered
O0012907,C007400,2026-01-05,Web,1,1,FC-Central,Swiftline,2026-01-08,2026-01-05,2026-01-07,0.00,3.72,Buy Now Pay Later,,Delivered
O0012908,C007400,2026-02-13,Web,2,1,FC-Central,Swiftline,2026-02-18,2026-02-13,2026-02-18,0.00,5.16,Card,WELCOME10,Delivered
O0012909,C007400,2026-03-01,Web,3,1,FC-Central,Swiftline,2026-03-03,2026-03-01,2026-03-02,0.00,11.72,Buy Now Pay Later,WELCOME10,Delivered
O0012910,C007401,2026-01-05,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0012911,C007402,2026-01-06,Mobile App,1,1,FC-South,Metro Post,2026-01-09,2026-01-06,2026-01-12,0.00,5.07,Card,WELCOME10,Delivered
O0012912,C007402,2026-03-08,Web,2,1,FC-South,Swiftline,2026-03-10,2026-03-09,2026-03-11,0.00,17.35,Card,SEASON20,Delivered
O0012913,C007403,2026-01-05,Mobile App,1,1,FC-South,Swiftline,2026-01-08,2026-01-05,2026-01-07,0.00,5.00,Digital Wallet,SAVE15,Delivered
O0012914,C007403,2026-03-18,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0012915,C007404,2026-01-06,Web,1,1,FC-North,Metro Post,2026-01-09,2026-01-06,2026-01-08,0.00,7.23,Card,,Delivered
O0012916,C007404,2026-03-09,Mobile App,2,1,FC-North,Swiftline,2026-03-14,2026-03-09,2026-03-13,4.99,10.95,Card,,Delivered
O0012917,C007405,2026-01-05,Web,1,1,FC-North,Swiftline,2026-01-08,2026-01-05,2026-01-09,0.00,4.69,Card,FLASH25,Delivered
O0012918,C007406,2026-01-06,Web,1,1,FC-North,Metro Post,2026-01-11,2026-01-06,2026-01-11,0.00,3.07,Card,SEASON20,Delivered
O0012919,C007407,2026-01-09,Mobile App,1,1,FC-Central,Metro Post,2026-01-12,2026-01-11,2026-01-12,0.00,10.61,Card,,Delivered
O0012920,C007408,2026-01-07,Mobile App,1,1,FC-South,Metro Post,2026-01-11,2026-01-07,2026-01-10,0.00,4.80,Card,FLASH25,Delivered
O0012921,C007409,2026-01-09,Web,1,1,FC-North,Swiftline,2026-01-12,2026-01-11,2026-01-12,0.00,10.38,Card,SAVE15,Delivered
O0012922,C007410,2026-01-09,Marketplace,1,1,FC-North,Swiftline,2026-01-14,2026-01-09,2026-01-13,0.00,9.69,Digital Wallet,CLEAR40,Delivered
O0012923,C007410,2026-02-20,Marketplace,2,1,FC-North,Metro Post,2026-02-24,2026-02-20,2026-02-25,0.00,5.21,Card,SEASON20,Delivered
O0012924,C007411,2026-01-05,Mobile App,1,1,FC-Central,Metro Post,2026-01-10,2026-01-05,2026-01-08,0.00,13.12,Card,,Delivered
O0012925,C007412,2026-01-06,Mobile App,1,1,FC-South,Regional Freight,2026-01-08,2026-01-06,2026-01-08,0.00,2.69,Digital Wallet,,Delivered
O0012926,C007412,2026-04-21,Web,2,1,FC-South,Metro Post,2026-04-23,2026-04-21,2026-04-22,0.00,3.45,Card,FLASH25,Delivered
O0012927,C007413,2026-01-06,Web,1,1,FC-North,Swiftline,2026-01-10,2026-01-06,2026-01-10,0.00,4.03,Buy Now Pay Later,SAVE15,Delivered
O0012928,C007414,2026-01-08,Web,1,1,FC-Central,Metro Post,2026-01-11,2026-01-10,2026-01-11,0.00,3.63,Card,,Delivered
O0012929,C007415,2026-01-06,Mobile App,1,1,FC-South,Regional Freight,2026-01-11,2026-01-07,2026-01-11,0.00,7.74,Card,CLEAR40,Delivered
O0012930,C007416,2026-01-06,Web,1,1,FC-Central,Regional Freight,2026-01-10,2026-01-06,2026-01-10,0.00,2.94,Digital Wallet,,Delivered
O0012931,C007417,2026-01-09,Marketplace,1,1,FC-North,Metro Post,2026-01-12,2026-01-09,2026-01-12,0.00,17.37,Card,,Delivered
O0012932,C007418,2026-01-06,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0012933,C007419,2026-01-07,Web,1,1,FC-Central,Regional Freight,2026-01-09,2026-01-07,2026-01-09,0.00,15.82,Buy Now Pay Later,CLEAR40,Delivered
O0012934,C007419,2026-03-03,Store,2,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,,Collected
O0012935,C007419,2026-06-15,Store,3,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0012936,C007420,2026-01-08,Mobile App,1,1,FC-South,Swiftline,2026-01-12,2026-01-08,2026-01-12,0.00,8.42,Card,CLEAR40,Delivered
O0012937,C007421,2026-01-06,Mobile App,1,1,FC-Central,Swiftline,2026-01-09,2026-01-06,2026-01-09,0.00,10.78,Digital Wallet,CLEAR40,Delivered
O0012938,C007421,2026-02-06,Mobile App,2,1,FC-Central,Metro Post,2026-02-08,2026-02-07,2026-02-08,0.00,4.81,Card,WELCOME10,Delivered
O0012939,C007421,2026-06-04,Mobile App,3,1,FC-Central,Swiftline,2026-06-07,2026-06-05,2026-06-07,0.00,4.85,Card,SEASON20,Delivered
O0012940,C007422,2026-01-08,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,SEASON20,Collected
O0012941,C007423,2026-01-07,Mobile App,1,1,FC-North,Metro Post,2026-01-11,2026-01-07,2026-01-11,0.00,35.40,Card,SEASON20,Delivered
O0012942,C007424,2026-01-09,Mobile App,1,1,FC-Central,Swiftline,2026-01-14,2026-01-09,2026-01-12,0.00,8.62,Card,SAVE15,Delivered
O0012943,C007425,2026-01-08,Marketplace,1,1,FC-North,Metro Post,2026-01-12,2026-01-09,2026-01-11,0.00,5.18,Buy Now Pay Later,WELCOME10,Delivered
O0012944,C007425,2026-03-06,Web,2,1,FC-North,Metro Post,2026-03-09,2026-03-06,2026-03-09,0.00,3.72,Digital Wallet,,Delivered
O0012945,C007425,2026-05-21,Marketplace,3,1,FC-North,Metro Post,2026-05-24,2026-05-22,2026-05-23,0.00,3.72,Card,,Delivered
O0012946,C007426,2026-01-10,Web,1,1,FC-North,Metro Post,2026-01-14,2026-01-11,2026-01-14,0.00,17.51,Buy Now Pay Later,,Delivered
O0012947,C007427,2026-01-10,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0012948,C007427,2026-02-09,Marketplace,2,1,FC-South,Regional Freight,2026-02-13,2026-02-09,2026-02-13,0.00,11.91,Digital Wallet,CLEAR40,Delivered
O0012949,C007428,2026-01-10,Marketplace,1,1,FC-South,Regional Freight,2026-01-13,2026-01-12,2026-01-13,0.00,8.25,Card,,Delivered
O0012950,C007429,2026-01-09,Marketplace,1,1,FC-South,Swiftline,2026-01-12,2026-01-10,2026-01-11,0.00,12.21,Buy Now Pay Later,WELCOME10,Delivered
O0012951,C007430,2026-01-09,Mobile App,1,1,FC-North,Metro Post,2026-01-12,2026-01-09,2026-01-12,0.00,5.94,Card,,Delivered
O0012952,C007431,2026-01-09,Mobile App,1,1,FC-South,Metro Post,2026-01-13,2026-01-11,2026-01-12,0.00,3.70,Card,CLEAR40,Delivered
O0012953,C007432,2026-01-08,Marketplace,1,1,FC-North,Swiftline,2026-01-11,2026-01-08,2026-01-10,0.00,17.39,Card,SAVE15,Delivered
O0012954,C007433,2026-01-08,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,SEASON20,Collected
O0012955,C007434,2026-01-10,Mobile App,1,1,FC-North,Swiftline,2026-01-13,2026-01-10,2026-01-13,0.00,12.22,Gift Card,CLEAR40,Delivered
O0012956,C007435,2026-01-08,Mobile App,1,1,FC-Central,Metro Post,2026-01-12,2026-01-08,2026-01-12,0.00,6.78,Card,SEASON20,Delivered
O0012957,C007435,2026-03-11,Web,2,1,FC-Central,Swiftline,2026-03-13,2026-03-13,2026-03-14,0.00,5.78,Digital Wallet,CLEAR40,Delivered
O0012958,C007436,2026-01-11,Web,1,1,FC-Central,Metro Post,2026-01-14,2026-01-11,2026-01-12,0.00,13.53,Card,SEASON20,Delivered
O0012959,C007436,2026-05-15,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0012960,C007437,2026-01-10,Mobile App,1,1,FC-Central,Swiftline,2026-01-14,2026-01-11,2026-01-13,0.00,4.04,Card,,Delivered
O0012961,C007437,2026-03-21,Mobile App,2,1,FC-Central,Metro Post,2026-03-23,2026-03-21,2026-03-23,0.00,18.09,Digital Wallet,FLASH25,Delivered
O0012962,C007437,2026-04-13,Marketplace,3,1,FC-Central,Swiftline,2026-04-16,2026-04-13,2026-04-15,0.00,5.61,Card,FLASH25,Delivered
O0012963,C007438,2026-01-11,Web,1,1,FC-South,Regional Freight,2026-01-13,2026-01-11,2026-01-13,0.00,6.40,Card,SEASON20,Delivered
O0012964,C007438,2026-03-02,Mobile App,2,1,FC-South,Swiftline,2026-03-04,2026-03-04,2026-03-05,0.00,8.67,Card,WELCOME10,Delivered
O0012965,C007438,2026-06-18,Mobile App,3,1,FC-South,Metro Post,2026-06-21,2026-06-18,2026-06-21,4.99,3.10,Digital Wallet,,Delivered
O0012966,C007439,2026-01-12,Mobile App,1,1,FC-South,Regional Freight,2026-01-14,2026-01-12,2026-01-14,0.00,3.88,Card,FLASH25,Delivered
O0012967,C007439,2026-03-28,Mobile App,2,1,FC-South,Swiftline,2026-04-01,2026-03-28,2026-03-30,0.00,7.84,Buy Now Pay Later,SEASON20,Delivered
