order_month,category,discount_band,discount_band_rank,order_lines,orders,units,units_per_line,gross_revenue,discount_given,net_revenue,contribution_margin,avg_discount_rate,net_revenue_per_unit,margin_per_unit,contribution_margin_rate,returned_lines,return_line_rate
2024-02-01,Electronics,30%+,4,6,5,7,1.167,2122.91,824.54,1298.37,-687.33,0.3688,185.48,-98.19,-0.5294,1,0.1667
2024-05-01,Electronics,0%,0,74,67,83,1.122,22776.49,0.00,22776.49,3245.58,0.0,274.42,39.1,0.1425,4,0.0541
2024-04-01,Home & Kitchen,20-30%,3,15,15,24,1.6,3369.27,849.14,2520.13,259.21,0.2497,105.01,10.8,0.1029,0,0.0
2024-07-01,Beauty,0%,0,71,64,89,1.254,4419.24,0.00,4419.24,2532.71,0.0,49.65,28.46,0.5731,3,0.0423
2025-01-01,Home & Kitchen,0%,0,109,92,139,1.275,14039.04,0.00,14039.04,4086.17,0.0,101.0,29.4,0.2911,10,0.0917
2025-03-01,Home & Kitchen,0%,0,134,119,172,1.284,16860.10,0.00,16860.10,4895.99,0.0,98.02,28.47,0.2904,15,0.1119
2025-12-01,Sports & Outdoors,30%+,4,29,24,42,1.448,8221.57,3530.38,4691.19,-98.25,0.4369,111.7,-2.34,-0.0209,5,0.1724
2025-03-01,Home & Kitchen,10-20%,2,17,16,22,1.294,2798.20,461.52,2336.68,462.07,0.1578,106.21,21.0,0.1977,1,0.0588
2024-11-01,Electronics,30%+,4,34,31,45,1.324,11334.50,4585.64,6748.86,-2879.37,0.4058,149.97,-63.99,-0.4266,1,0.0294
2025-06-01,Electronics,0%,0,108,90,128,1.185,35841.63,0.00,35841.63,3831.07,0.0,280.01,29.93,0.1069,3,0.0278
2025-06-01,Home & Kitchen,20-30%,3,26,22,31,1.192,3382.57,868.59,2513.98,244.11,0.2651,81.1,7.87,0.0971,1,0.0385
2025-01-01,Apparel,10-20%,2,25,24,31,1.24,2147.47,330.12,1817.35,642.48,0.1534,58.62,20.73,0.3535,5,0.2
2025-02-01,Beauty,0%,0,85,73,102,1.2,5708.96,0.00,5708.96,3239.86,0.0,55.97,31.76,0.5675,4,0.0471
2025-02-01,Electronics,30%+,4,13,12,16,1.231,3538.74,1344.77,2193.97,-818.3,0.3998,137.12,-51.14,-0.373,0,0.0
2025-04-01,Home & Kitchen,30%+,4,16,14,19,1.188,1475.75,553.11,922.64,4.54,0.395,48.56,0.24,0.0049,3,0.1875
2025-07-01,Beauty,0%,0,85,78,102,1.2,5552.60,0.00,5552.60,3227.49,0.0,54.44,31.64,0.5813,5,0.0588
2025-05-01,Footwear,1-10%,1,8,8,12,1.5,1221.94,76.78,1145.16,455.38,0.0693,95.43,37.95,0.3977,2,0.25
2025-09-01,Electronics,0%,0,111,95,134,1.207,35942.27,0.00,35942.27,4118.23,0.0,268.23,30.73,0.1146,6,0.0541
2025-08-01,Sports & Outdoors,20-30%,3,8,8,11,1.375,2008.01,513.81,1494.20,285.5,0.25,135.84,25.95,0.1911,1,0.125
2025-10-01,Apparel,20-30%,3,30,29,41,1.367,2942.75,716.26,2226.49,712.87,0.2422,54.3,17.39,0.3202,6,0.2
2025-09-01,Apparel,1-10%,1,33,31,42,1.273,2897.73,147.87,2749.86,1100.51,0.0563,65.47,26.2,0.4002,8,0.2424
2025-08-01,Electronics,10-20%,2,20,19,24,1.2,7126.96,1079.39,6047.57,44.41,0.1545,251.98,1.85,0.0073,0,0.0
2025-09-01,Electronics,30%+,4,11,11,16,1.455,5245.51,1960.14,3285.37,-1125.86,0.3747,205.34,-70.37,-0.3427,0,0.0
2025-10-01,Beauty,10-20%,2,15,15,18,1.2,896.15,130.59,765.56,398.72,0.1435,42.53,22.15,0.5208,0,0.0
2025-10-01,Footwear,10-20%,2,18,18,30,1.667,2700.52,393.49,2307.03,588.77,0.1443,76.9,19.63,0.2552,5,0.2778
2026-06-01,Electronics,30%+,4,24,22,34,1.417,9252.24,3728.12,5524.12,-2433.97,0.399,162.47,-71.59,-0.4406,0,0.0
2026-05-01,Home & Kitchen,1-10%,1,10,10,14,1.4,1100.67,48.73,1051.94,286.83,0.0491,75.14,20.49,0.2727,1,0.1
2026-05-01,Home & Kitchen,30%+,4,14,14,19,1.357,1606.85,613.93,992.92,-30.75,0.4144,52.26,-1.62,-0.031,2,0.1429
2026-06-01,Footwear,1-10%,1,9,9,12,1.333,1251.53,69.56,1181.97,517.78,0.0582,98.5,43.15,0.4381,2,0.2222
2024-01-01,Home & Kitchen,1-10%,1,6,6,7,1.167,736.66,18.89,717.77,229.39,0.0382,102.54,32.77,0.3196,0,0.0
2024-03-01,Beauty,0%,0,57,48,74,1.298,3860.27,0.00,3860.27,2195.64,0.0,52.17,29.67,0.5688,2,0.0351
2024-04-01,Footwear,20-30%,3,6,6,7,1.167,525.26,123.10,402.16,152.37,0.2409,57.45,21.77,0.3789,0,0.0
2024-05-01,Beauty,1-10%,1,6,6,7,1.167,287.93,6.75,281.18,168.35,0.0275,40.17,24.05,0.5987,0,0.0
2024-08-01,Electronics,10-20%,2,11,11,11,1.0,2776.06,451.26,2324.80,-163.52,0.1674,211.35,-14.87,-0.0703,1,0.0909
2025-09-01,Footwear,30%+,4,10,9,12,1.2,1067.56,410.24,657.32,135.44,0.3853,54.78,11.29,0.206,3,0.3
2026-03-01,Sports & Outdoors,30%+,4,10,10,14,1.4,2580.49,1093.57,1486.92,-23.96,0.4222,106.21,-1.71,-0.0161,1,0.1
2026-01-01,Beauty,1-10%,1,6,6,6,1.0,280.48,15.12,265.36,109.95,0.0592,44.23,18.33,0.4143,1,0.1667
2024-06-01,Apparel,20-30%,3,30,30,31,1.033,2082.52,519.92,1562.60,492.73,0.2477,50.41,15.89,0.3153,4,0.1333
2025-03-01,Electronics,1-10%,1,19,19,25,1.316,7559.07,411.70,7147.37,825.05,0.0544,285.89,33.0,0.1154,1,0.0526
2025-01-01,Sports & Outdoors,10-20%,2,14,13,16,1.143,3312.45,525.41,2787.04,611.22,0.155,174.19,38.2,0.2193,2,0.1429
2025-04-01,Beauty,20-30%,3,8,8,9,1.125,511.11,118.73,392.38,190.34,0.2375,43.6,21.15,0.4851,0,0.0
2026-06-01,Sports & Outdoors,1-10%,1,5,5,10,2.0,2164.60,99.89,2064.71,648.05,0.0445,206.47,64.8,0.3139,2,0.4
2024-02-01,Home & Kitchen,10-20%,2,9,8,11,1.222,721.74,110.80,610.94,54.49,0.1552,55.54,4.95,0.0892,2,0.2222
2024-09-01,Electronics,30%+,4,7,7,10,1.429,1826.27,699.42,1126.85,-349.81,0.3765,112.68,-34.98,-0.3104,2,0.2857
2024-05-01,Sports & Outdoors,1-10%,1,6,6,6,1.0,978.05,60.28,917.77,194.29,0.063,152.96,32.38,0.2117,1,0.1667
2025-03-01,Sports & Outdoors,1-10%,1,5,5,6,1.2,1292.15,52.62,1239.53,475.08,0.05,206.59,79.18,0.3833,0,0.0
2025-07-01,Sports & Outdoors,30%+,4,8,8,8,1.0,1322.98,490.64,832.34,20.71,0.3699,104.04,2.59,0.0249,1,0.125
2024-08-01,Sports & Outdoors,1-10%,1,6,6,7,1.167,820.67,53.36,767.31,231.31,0.0617,109.62,33.04,0.3015,1,0.1667
2024-08-01,Footwear,1-10%,1,9,9,9,1.0,898.95,64.71,834.24,376.44,0.0718,92.69,41.83,0.4512,1,0.1111
2026-06-01,Electronics,20-30%,3,10,10,11,1.1,3061.05,803.96,2257.09,-315.87,0.2588,205.19,-28.72,-0.1399,0,0.0
2024-02-01,Apparel,20-30%,3,15,15,20,1.333,1153.49,293.17,860.32,112.0,0.2478,43.02,5.6,0.1302,8,0.5333
2024-05-01,Apparel,0%,0,132,109,152,1.152,11765.46,0.00,11765.46,5376.27,0.0,77.4,35.37,0.457,24,0.1818
2024-07-01,Apparel,0%,0,131,110,151,1.153,9906.71,0.00,9906.71,3904.64,0.0,65.61,25.86,0.3941,36,0.2748
2026-04-01,Apparel,20-30%,3,40,40,50,1.25,3768.51,910.91,2857.60,847.5,0.2412,57.15,16.95,0.2966,9,0.225
2024-11-01,Apparel,30%+,4,52,46,74,1.423,5325.78,2292.06,3033.72,460.67,0.418,41.0,6.23,0.1518,15,0.2885
2024-12-01,Sports & Outdoors,30%+,4,21,19,30,1.429,5764.77,2225.11,3539.66,-143.21,0.3963,117.99,-4.77,-0.0405,5,0.2381
2024-12-01,Home & Kitchen,1-10%,1,26,26,30,1.154,2155.97,109.72,2046.25,303.4,0.046,68.21,10.11,0.1483,8,0.3077
2025-03-01,Electronics,10-20%,2,15,14,16,1.067,3874.11,584.08,3290.03,-197.8,0.1505,205.63,-12.36,-0.0601,1,0.0667
2025-09-01,Footwear,0%,0,115,97,138,1.2,12177.78,0.00,12177.78,4552.24,0.0,88.24,32.99,0.3738,23,0.2
2026-01-01,Apparel,0%,0,193,155,231,1.197,16458.36,0.00,16458.36,6528.77,0.0,71.25,28.26,0.3967,54,0.2798
2025-10-01,Home & Kitchen,30%+,4,11,11,16,1.455,1443.04,561.66,881.38,-136.37,0.3937,55.09,-8.52,-0.1547,2,0.1818
2026-01-01,Electronics,30%+,4,27,25,31,1.148,7093.55,2812.92,4280.63,-1524.3,0.3961,138.08,-49.17,-0.3561,4,0.1481
2025-10-01,Sports & Outdoors,0%,0,101,79,120,1.188,21482.04,0.00,21482.04,7334.47,0.0,179.02,61.12,0.3414,16,0.1584
2026-05-01,Apparel,0%,0,220,183,258,1.173,18315.00,0.00,18315.00,7559.84,0.0,70.99,29.3,0.4128,54,0.2455
2026-04-01,Footwear,0%,0,122,104,142,1.164,12535.22,0.00,12535.22,4159.13,0.0,88.28,29.29,0.3318,37,0.3033
2026-05-01,Sports & Outdoors,0%,0,86,78,112,1.302,21672.34,0.00,21672.34,7712.54,0.0,193.5,68.86,0.3559,11,0.1279
2024-01-01,Beauty,20-30%,3,4,4,4,1.0,248.86,60.66,188.20,92.34,0.2447,47.05,23.09,0.4906,0,0.0
2024-02-01,Home & Kitchen,20-30%,3,5,4,5,1.0,393.09,107.55,285.54,27.71,0.2635,57.11,5.54,0.097,0,0.0
2024-02-01,Apparel,10-20%,2,11,11,15,1.364,1023.08,178.55,844.53,311.4,0.1698,56.3,20.76,0.3687,3,0.2727
2024-04-01,Apparel,30%+,4,13,11,13,1.0,984.17,410.58,573.59,129.48,0.4193,44.12,9.96,0.2257,1,0.0769
2024-04-01,Footwear,30%+,4,10,10,13,1.3,1300.49,506.93,793.56,105.38,0.3985,61.04,8.11,0.1328,4,0.4
2024-08-01,Home & Kitchen,10-20%,2,24,23,29,1.208,2803.28,455.47,2347.81,422.37,0.1579,80.96,14.56,0.1799,2,0.0833
2025-10-01,Electronics,10-20%,2,22,20,28,1.273,7899.99,1096.07,6803.92,45.1,0.1425,243.0,1.61,0.0066,1,0.0455
2024-07-01,Sports & Outdoors,1-10%,1,4,4,5,1.25,843.81,69.94,773.87,273.75,0.0633,154.77,54.75,0.3537,1,0.25
2025-01-01,Apparel,30%+,4,47,44,67,1.426,4983.73,1999.19,2984.54,527.1,0.411,44.55,7.87,0.1766,14,0.2979
2024-08-01,Sports & Outdoors,30%+,4,6,6,8,1.333,1457.51,500.98,956.53,147.35,0.3857,119.57,18.42,0.154,0,0.0
2025-04-01,Sports & Outdoors,10-20%,2,12,11,12,1.0,1808.48,273.81,1534.67,473.43,0.1517,127.89,39.45,0.3085,0,0.0
2025-02-01,Beauty,20-30%,3,8,8,8,1.0,432.02,98.64,333.38,169.26,0.2309,41.67,21.16,0.5077,0,0.0
2025-09-01,Beauty,0%,0,110,91,136,1.236,7451.77,0.00,7451.77,4328.07,0.0,54.79,31.82,0.5808,5,0.0455
2025-10-01,Home & Kitchen,10-20%,2,28,28,36,1.286,4237.14,642.61,3594.53,581.24,0.1492,99.85,16.15,0.1617,3,0.1071
2025-09-01,Home & Kitchen,10-20%,2,18,17,27,1.5,3121.23,472.09,2649.14,381.68,0.1484,98.12,14.14,0.1441,1,0.0556
2026-06-01,Sports & Outdoors,0%,0,39,30,43,1.103,7525.81,0.00,7525.81,2260.53,0.0,175.02,52.57,0.3004,8,0.2051
2025-11-01,Electronics,30%+,4,46,45,57,1.239,15899.10,6751.22,9147.88,-4209.33,0.426,160.49,-73.85,-0.4601,5,0.1087
2025-11-01,Home & Kitchen,20-30%,3,23,23,32,1.391,2590.52,658.18,1932.34,164.35,0.2515,60.39,5.14,0.0851,2,0.087
2026-01-01,Beauty,30%+,4,12,12,12,1.0,627.62,253.46,374.16,107.95,0.3966,31.18,9.0,0.2885,1,0.0833
2026-05-01,Footwear,10-20%,2,16,16,23,1.438,1670.38,243.04,1427.34,460.72,0.1471,62.06,20.03,0.3228,2,0.125
2026-03-01,Electronics,0%,0,132,112,156,1.182,41929.89,0.00,41929.89,4305.92,0.0,268.78,27.6,0.1027,10,0.0758
2026-05-01,Home & Kitchen,10-20%,2,21,21,26,1.238,2570.02,401.11,2168.91,296.37,0.1473,83.42,11.4,0.1366,4,0.1905
2024-05-01,Footwear,20-30%,3,10,10,16,1.6,1302.27,309.38,992.89,118.84,0.2495,62.06,7.43,0.1197,3,0.3
2024-10-01,Footwear,20-30%,3,9,9,13,1.444,1156.94,300.10,856.84,201.68,0.2575,65.91,15.51,0.2354,2,0.2222
2024-10-01,Footwear,10-20%,2,14,14,21,1.5,2117.54,312.53,1805.01,776.49,0.1444,85.95,36.98,0.4302,3,0.2143
2025-01-01,Electronics,30%+,4,23,21,28,1.217,8680.03,3492.74,5187.29,-1887.75,0.4323,185.26,-67.42,-0.3639,2,0.087
2025-08-01,Footwear,10-20%,2,17,16,30,1.765,2680.82,413.82,2267.00,875.52,0.153,75.57,29.18,0.3862,3,0.1765
2025-10-01,Apparel,1-10%,1,25,23,34,1.36,2346.38,116.71,2229.67,1060.05,0.0462,65.58,31.18,0.4754,3,0.12
2025-11-01,Home & Kitchen,1-10%,1,16,15,17,1.063,1590.49,71.46,1519.03,421.37,0.0422,89.35,24.79,0.2774,2,0.125
2026-06-01,Home & Kitchen,20-30%,3,10,10,11,1.1,1274.07,310.03,964.04,138.72,0.2365,87.64,12.61,0.1439,1,0.1
2026-05-01,Sports & Outdoors,1-10%,1,5,5,5,1.0,1198.98,62.22,1136.76,489.89,0.0568,227.35,97.98,0.431,0,0.0
2024-01-01,Footwear,30%+,4,9,7,14,1.556,1247.23,510.24,736.99,108.22,0.4293,52.64,7.73,0.1468,2,0.2222
2024-03-01,Beauty,20-30%,3,4,4,5,1.25,261.41,56.24,205.17,86.57,0.2232,41.03,17.31,0.4219,0,0.0
2024-02-01,Apparel,1-10%,1,9,9,9,1.0,800.20,45.40,754.80,260.05,0.0531,83.87,28.89,0.3445,1,0.1111
2024-09-01,Sports & Outdoors,10-20%,2,6,6,6,1.0,1156.13,168.03,988.10,318.26,0.1433,164.68,53.04,0.3221,0,0.0
2026-01-01,Beauty,20-30%,3,15,15,18,1.2,978.00,242.93,735.07,361.16,0.2498,40.84,20.06,0.4913,0,0.0
2026-02-01,Sports & Outdoors,30%+,4,7,7,7,1.0,1619.87,645.91,973.96,94.91,0.3918,139.14,13.56,0.0974,1,0.1429
2024-06-01,Footwear,1-10%,1,7,7,8,1.143,679.61,47.40,632.21,229.95,0.0615,79.03,28.74,0.3637,2,0.2857
2025-07-01,Electronics,1-10%,1,12,12,15,1.25,4411.69,299.26,4112.43,238.65,0.0681,274.16,15.91,0.058,2,0.1667
2024-05-01,Electronics,30%+,4,6,5,11,1.833,3973.77,1632.92,2340.85,-1718.72,0.4043,212.8,-156.25,-0.7342,1,0.1667
2024-03-01,Sports & Outdoors,10-20%,2,8,8,8,1.0,1605.70,270.25,1335.45,399.14,0.1657,166.93,49.89,0.2989,1,0.125
2024-06-01,Footwear,0%,0,60,51,74,1.233,6610.12,0.00,6610.12,2305.47,0.0,89.33,31.16,0.3488,15,0.25
2026-04-01,Apparel,0%,0,236,190,285,1.208,20746.97,0.00,20746.97,8938.08,0.0,72.8,31.36,0.4308,54,0.2288
2025-11-01,Footwear,0%,0,134,112,167,1.246,15730.32,0.00,15730.32,5818.24,0.0,94.19,34.84,0.3699,36,0.2687
2025-11-01,Apparel,30%+,4,69,62,97,1.406,7590.86,3428.35,4162.51,502.9,0.4371,42.91,5.18,0.1208,22,0.3188
2024-12-01,Footwear,20-30%,3,19,18,28,1.474,2328.08,595.20,1732.88,341.29,0.256,61.89,12.19,0.1969,4,0.2105
2025-06-01,Apparel,0%,0,190,157,247,1.3,16908.36,0.00,16908.36,7599.49,0.0,68.45,30.77,0.4495,43,0.2263
2026-03-01,Apparel,0%,0,249,196,317,1.273,23362.94,0.00,23362.94,10129.83,0.0,73.7,31.96,0.4336,57,0.2289
2026-03-01,Apparel,20-30%,3,33,33,39,1.182,2873.02,728.94,2144.08,786.32,0.2503,54.98,20.16,0.3667,5,0.1515
2026-03-01,Sports & Outdoors,0%,0,110,96,136,1.236,25359.52,0.00,25359.52,8109.35,0.0,186.47,59.63,0.3198,18,0.1636
2024-01-01,Beauty,0%,0,25,20,29,1.16,1487.38,0.00,1487.38,887.39,0.0,51.29,30.6,0.5966,0,0.0
2024-12-01,Home & Kitchen,0%,0,127,110,154,1.213,14882.23,0.00,14882.23,4719.94,0.0,96.64,30.65,0.3172,10,0.0787
2024-09-01,Apparel,20-30%,3,22,21,27,1.227,1764.79,435.73,1329.06,344.7,0.2439,49.22,12.77,0.2594,6,0.2727
2024-07-01,Electronics,0%,0,90,70,111,1.233,28677.66,0.00,28677.66,3869.64,0.0,258.36,34.86,0.1349,6,0.0667
2024-05-01,Beauty,30%+,4,3,3,5,1.667,283.08,104.23,178.85,59.95,0.3617,35.77,11.99,0.3352,0,0.0
2026-02-01,Electronics,30%+,4,15,15,19,1.267,5098.58,2092.16,3006.42,-1322.77,0.394,158.23,-69.62,-0.44,1,0.0667
2024-10-01,Beauty,20-30%,3,14,14,16,1.143,764.82,183.06,581.76,290.97,0.2416,36.36,18.19,0.5002,1,0.0714
2024-09-01,Footwear,30%+,4,8,7,12,1.5,973.77,439.65,534.12,-75.92,0.4452,44.51,-6.33,-0.1421,3,0.375
2025-05-01,Sports & Outdoors,20-30%,3,11,11,11,1.0,1367.72,333.57,1034.15,59.22,0.2396,94.01,5.38,0.0573,3,0.2727
2024-12-01,Apparel,10-20%,2,28,28,34,1.214,2035.59,299.10,1736.49,631.55,0.1491,51.07,18.58,0.3637,6,0.2143
2025-02-01,Home & Kitchen,30%+,4,14,14,17,1.214,1276.17,524.28,751.89,-60.22,0.3876,44.23,-3.54,-0.0801,3,0.2143
2025-07-01,Sports & Outdoors,10-20%,2,13,13,19,1.462,2667.30,390.43,2276.87,347.26,0.1503,119.84,18.28,0.1525,3,0.2308
2025-07-01,Beauty,1-10%,1,5,5,6,1.2,328.09,5.45,322.64,194.75,0.0259,53.77,32.46,0.6036,0,0.0
2025-06-01,Footwear,1-10%,1,14,14,15,1.071,1331.32,45.07,1286.25,395.85,0.0367,85.75,26.39,0.3078,4,0.2857
2025-08-01,Apparel,20-30%,3,38,37,49,1.289,3484.12,865.66,2618.46,828.74,0.2451,53.44,16.91,0.3165,9,0.2368
2026-01-01,Home & Kitchen,0%,0,135,114,163,1.207,14538.38,0.00,14538.38,4085.85,0.0,89.19,25.07,0.281,18,0.1333
2026-03-01,Home & Kitchen,1-10%,1,20,20,22,1.1,1927.12,88.01,1839.11,590.03,0.0515,83.6,26.82,0.3208,0,0.0
2025-11-01,Beauty,0%,0,122,105,140,1.148,7488.24,0.00,7488.24,4409.36,0.0,53.49,31.5,0.5888,2,0.0164
2026-01-01,Home & Kitchen,30%+,4,30,29,36,1.2,2742.73,1173.00,1569.73,-262.57,0.4315,43.6,-7.29,-0.1673,1,0.0333
2026-04-01,Footwear,20-30%,3,9,9,12,1.333,823.52,201.49,622.03,240.27,0.2436,51.84,20.02,0.3863,0,0.0
2026-06-01,Home & Kitchen,10-20%,2,13,13,14,1.077,1442.95,235.77,1207.18,280.71,0.1614,86.23,20.05,0.2325,1,0.0769
2026-06-01,Electronics,0%,0,46,40,64,1.391,18451.57,0.00,18451.57,2484.07,0.0,288.31,38.81,0.1346,3,0.0652
2026-05-01,Sports & Outdoors,20-30%,3,16,15,27,1.688,4296.43,1039.28,3257.15,608.11,0.2434,120.64,22.52,0.1867,0,0.0
2024-01-01,Beauty,1-10%,1,5,5,8,1.6,338.60,19.49,319.11,152.93,0.0656,39.89,19.12,0.4792,1,0.2
2025-02-01,Electronics,10-20%,2,15,14,20,1.333,4467.58,646.71,3820.87,-395.56,0.1479,191.04,-19.78,-0.1035,3,0.2
2024-07-01,Apparel,1-10%,1,11,11,12,1.091,934.78,50.32,884.46,333.98,0.048,73.71,27.83,0.3776,3,0.2727
2026-04-01,Home & Kitchen,30%+,4,20,20,21,1.05,2293.95,901.54,1392.41,-30.13,0.3979,66.31,-1.43,-0.0216,2,0.1
2024-09-01,Home & Kitchen,30%+,4,7,7,7,1.0,582.71,216.31,366.40,-9.85,0.3681,52.34,-1.41,-0.0269,0,0.0
2024-10-01,Sports & Outdoors,1-10%,1,8,8,13,1.625,2852.79,246.79,2606.00,873.41,0.0778,200.46,67.19,0.3352,2,0.25
2026-04-01,Beauty,1-10%,1,13,13,16,1.231,828.84,56.10,772.74,460.73,0.0609,48.3,28.8,0.5962,0,0.0
2026-02-01,Beauty,30%+,4,13,13,15,1.154,749.22,304.79,444.43,153.78,0.4091,29.63,10.25,0.346,0,0.0
2025-10-01,Sports & Outdoors,20-30%,3,14,14,21,1.5,3645.15,812.14,2833.01,696.99,0.2244,134.91,33.19,0.246,0,0.0
2025-11-01,Apparel,1-10%,1,24,24,30,1.25,2111.09,125.40,1985.69,693.41,0.0556,66.19,23.11,0.3492,4,0.1667
2026-04-01,Electronics,1-10%,1,17,17,19,1.118,5549.68,265.27,5284.41,395.81,0.0548,278.13,20.83,0.0749,2,0.1176
2024-09-01,Home & Kitchen,10-20%,2,16,16,17,1.063,1423.83,237.10,1186.73,225.05,0.1681,69.81,13.24,0.1896,1,0.0625
2026-01-01,Footwear,20-30%,3,24,23,31,1.292,2976.55,743.65,2232.90,507.56,0.2516,72.03,16.37,0.2273,5,0.2083
2025-01-01,Footwear,1-10%,1,10,10,15,1.5,1194.75,68.77,1125.98,234.67,0.0542,75.07,15.64,0.2084,4,0.4
2026-04-01,Home & Kitchen,10-20%,2,29,28,34,1.172,3067.46,473.86,2593.60,512.91,0.1456,76.28,15.09,0.1978,4,0.1379
2024-04-01,Sports & Outdoors,10-20%,2,6,6,11,1.833,1966.28,305.99,1660.29,468.01,0.1443,150.94,42.55,0.2819,0,0.0
2025-01-01,Beauty,20-30%,3,12,11,15,1.25,550.67,136.95,413.72,216.76,0.2502,27.58,14.45,0.5239,0,0.0
2025-02-01,Beauty,10-20%,2,11,10,12,1.091,736.18,106.16,630.02,334.3,0.1422,52.5,27.86,0.5306,0,0.0
2025-02-01,Sports & Outdoors,30%+,4,8,7,13,1.625,2538.25,935.77,1602.48,200.61,0.3684,123.27,15.43,0.1252,0,0.0
2024-01-01,Electronics,30%+,4,12,11,17,1.417,5049.51,2103.27,2946.24,-1417.76,0.4284,173.31,-83.4,-0.4812,0,0.0
2026-06-01,Sports & Outdoors,20-30%,3,2,2,2,1.0,465.92,96.68,369.24,98.97,0.2068,184.62,49.49,0.268,0,0.0
2024-04-01,Sports & Outdoors,1-10%,1,3,3,3,1.0,560.47,13.41,547.06,207.47,0.0283,182.35,69.16,0.3792,0,0.0
2025-04-01,Sports & Outdoors,30%+,4,7,7,8,1.143,1375.07,592.61,782.46,15.95,0.3937,97.81,1.99,0.0204,1,0.1429
2024-04-01,Electronics,0%,0,90,70,118,1.311,32471.52,0.00,32471.52,3289.69,0.0,275.18,27.88,0.1013,10,0.1111
2024-12-01,Electronics,30%+,4,31,29,36,1.161,10664.31,4878.75,5785.56,-2799.03,0.4474,160.71,-77.75,-0.4838,3,0.0968
2025-04-01,Footwear,0%,0,116,99,137,1.181,12967.90,0.00,12967.90,4997.08,0.0,94.66,36.48,0.3853,28,0.2414
2024-08-01,Sports & Outdoors,0%,0,68,56,76,1.118,15199.35,0.00,15199.35,5147.11,0.0,199.99,67.73,0.3386,10,0.1471
2025-04-01,Sports & Outdoors,1-10%,1,8,8,8,1.0,1500.84,46.10,1454.74,373.52,0.0345,181.84,46.69,0.2568,2,0.25
2025-05-01,Home & Kitchen,0%,0,137,109,167,1.219,16550.16,0.00,16550.16,5310.77,0.0,99.1,31.8,0.3209,10,0.073
2025-12-01,Footwear,0%,0,153,133,172,1.124,15509.49,0.00,15509.49,5456.87,0.0,90.17,31.73,0.3518,41,0.268
2026-03-01,Home & Kitchen,0%,0,180,150,209,1.161,22123.15,0.00,22123.15,5884.88,0.0,105.85,28.16,0.266,20,0.1111
2026-03-01,Home & Kitchen,10-20%,2,36,36,48,1.333,5596.35,857.21,4739.14,963.93,0.1556,98.73,20.08,0.2034,5,0.1389
2025-11-01,Apparel,20-30%,3,31,30,36,1.161,2447.07,622.79,1824.28,461.15,0.2542,50.67,12.81,0.2528,10,0.3226
2026-03-01,Beauty,0%,0,98,85,116,1.184,6448.09,0.00,6448.09,3661.57,0.0,55.59,31.57,0.5679,5,0.051
2024-01-01,Apparel,20-30%,3,13,10,21,1.615,1358.19,349.56,1008.63,384.11,0.2704,48.03,18.29,0.3808,2,0.1538
2025-09-01,Home & Kitchen,0%,0,133,120,172,1.293,18704.35,0.00,18704.35,5864.87,0.0,108.75,34.1,0.3136,10,0.0752
2024-10-01,Home & Kitchen,30%+,4,15,13,23,1.533,2674.78,1073.76,1601.02,-373.95,0.404,69.61,-16.26,-0.2336,1,0.0667
2024-11-01,Sports & Outdoors,1-10%,1,12,12,12,1.0,1777.05,80.93,1696.12,461.54,0.0482,141.34,38.46,0.2721,2,0.1667
2025-02-01,Apparel,30%+,4,17,15,20,1.176,1527.85,594.90,932.95,17.77,0.3911,46.65,0.89,0.019,6,0.3529
2024-12-01,Electronics,0%,0,139,123,170,1.223,46303.14,0.00,46303.14,3588.59,0.0,272.37,21.11,0.0775,9,0.0647
2024-12-01,Home & Kitchen,10-20%,2,19,19,19,1.0,1731.47,270.21,1461.26,309.24,0.1556,76.91,16.28,0.2116,0,0.0
2025-07-01,Home & Kitchen,1-10%,1,17,17,20,1.176,2171.01,96.14,2074.87,439.12,0.0474,103.74,21.96,0.2116,2,0.1176
2025-01-01,Beauty,0%,0,73,64,91,1.247,4647.37,0.00,4647.37,2453.58,0.0,51.07,26.96,0.528,6,0.0822
2025-01-01,Beauty,30%+,4,16,14,17,1.063,1000.26,405.19,595.07,193.29,0.4024,35.0,11.37,0.3248,1,0.0625
2025-03-01,Apparel,1-10%,1,22,22,32,1.455,2313.71,118.95,2194.76,722.78,0.0514,68.59,22.59,0.3293,6,0.2727
2025-04-01,Apparel,30%+,4,24,22,29,1.208,1903.61,742.61,1161.00,227.59,0.3901,40.03,7.85,0.196,6,0.25
2025-08-01,Sports & Outdoors,30%+,4,8,7,11,1.375,1811.41,683.11,1128.30,46.21,0.3761,102.57,4.2,0.041,1,0.125
2025-08-01,Electronics,30%+,4,10,10,10,1.0,2429.26,894.94,1534.32,-486.46,0.3641,153.43,-48.65,-0.3171,1,0.1
2025-11-01,Home & Kitchen,0%,0,171,145,227,1.327,22240.38,0.00,22240.38,6688.04,0.0,97.98,29.46,0.3007,19,0.1111
2025-12-01,Beauty,0%,0,125,109,147,1.176,7396.69,0.00,7396.69,4330.27,0.0,50.32,29.46,0.5854,4,0.032
2025-12-01,Beauty,30%+,4,34,30,45,1.324,2258.38,969.82,1288.56,379.91,0.4129,28.63,8.44,0.2948,2,0.0588
2025-09-01,Sports & Outdoors,10-20%,2,15,15,19,1.267,3813.16,596.58,3216.58,617.02,0.1541,169.29,32.47,0.1918,4,0.2667
