month,customer_id,company_name,segment,industry,region,country,acquisition_channel,sales_rep,cohort_month,tenure_months,plan_name,billing_period,seats,seat_change,mrr,prior_mrr,net_change_mrr,movement_type,new_mrr,reactivation_mrr,expansion_mrr,contraction_mrr,churned_mrr,is_active,churn_type,churn_reason
2025-05-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,11,Enterprise,annual,279,0,25165.8,25165.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,12,Enterprise,annual,279,0,25165.8,25165.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,13,Enterprise,annual,279,0,25165.8,25165.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,14,Enterprise,annual,279,0,25165.8,25165.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,15,Enterprise,annual,306,27,27601.2,25165.8,2435.4,Expansion,0.0,0.0,2435.4,0.0,0.0,1,,
2025-10-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,16,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,17,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,18,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,19,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,20,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,21,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,22,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,23,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,24,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,25,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00393,Corvus Field Logistics,Enterprise,Logistics & Transport,APAC,Singapore,Partner,J. Petersen,2024-06-01,26,Enterprise,annual,306,0,27601.2,27601.2,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,0,Growth,monthly,36,36,1564.92,0.0,1564.92,New,1564.92,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,1,Growth,monthly,36,0,1564.92,1564.92,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,2,Growth,monthly,36,0,1564.92,1564.92,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,3,Growth,monthly,36,0,1564.92,1564.92,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,4,Growth,monthly,36,0,1564.92,1564.92,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,5,Growth,monthly,36,0,1564.92,1564.92,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,6,Growth,monthly,20,-16,869.4,1564.92,-695.52,Contraction,0.0,0.0,0.0,695.52,0.0,1,,
2025-02-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,7,Growth,monthly,20,0,869.4,869.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00404,Meridian Cross Group,SMB,Retail & E-commerce,APAC,Australia,Marketplace,L. Duarte,2024-07-01,8,Growth,monthly,20,0,869.4,869.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,0,Starter,monthly,12,12,300.0,0.0,300.0,New,300.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,1,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,2,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,3,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,4,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,5,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,6,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,7,Starter,monthly,17,5,425.0,300.0,125.0,Expansion,0.0,0.0,125.0,0.0,0.0,1,,
2025-03-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,8,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,9,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,10,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,11,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,12,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,13,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,14,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,15,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,16,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,17,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,18,Starter,monthly,17,0,425.0,425.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,19,Starter,monthly,10,-7,250.0,425.0,-175.0,Contraction,0.0,0.0,0.0,175.0,0.0,1,,
2026-03-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,20,Starter,monthly,10,0,250.0,250.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,21,Starter,monthly,10,0,250.0,250.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,22,Starter,monthly,10,0,250.0,250.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,23,Starter,monthly,10,0,250.0,250.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,24,Starter,monthly,14,4,350.0,250.0,100.0,Expansion,0.0,0.0,100.0,0.0,0.0,1,,
2026-08-01,CUS-00413,Orchid River Solutions,SMB,Retail & E-commerce,EMEA,Netherlands,Self-Serve,,2024-07-01,25,Starter,monthly,14,0,350.0,350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,0,Enterprise,annual,154,154,13111.56,0.0,13111.56,New,13111.56,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,1,Enterprise,annual,154,0,13111.56,13111.56,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,2,Enterprise,annual,198,44,16857.72,13111.56,3746.16,Expansion,0.0,0.0,3746.16,0.0,0.0,1,,
2024-11-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,3,Enterprise,annual,275,77,23413.5,16857.72,6555.78,Expansion,0.0,0.0,6555.78,0.0,0.0,1,,
2024-12-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,4,Enterprise,annual,275,0,23413.5,23413.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,5,Enterprise,annual,275,0,23413.5,23413.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,6,Enterprise,annual,275,0,23413.5,23413.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,7,Enterprise,annual,275,0,23413.5,23413.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,8,Enterprise,annual,275,0,23413.5,23413.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,9,Enterprise,annual,306,31,26052.84,23413.5,2639.34,Expansion,0.0,0.0,2639.34,0.0,0.0,1,,
2025-06-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,10,Enterprise,annual,306,0,26052.84,26052.84,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,11,Enterprise,annual,306,0,26052.84,26052.84,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,12,Enterprise,annual,251,-55,21370.14,26052.84,-4682.7,Contraction,0.0,0.0,0.0,4682.7,0.0,1,,
2025-09-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,13,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,14,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,15,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,16,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,17,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,18,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,19,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,20,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,21,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,22,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,23,Enterprise,annual,251,0,21370.14,21370.14,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00427,Vertex Harbour Solutions,Enterprise,Retail & E-commerce,North America,United States,Inbound,F. Whitfield,2024-08-01,24,Enterprise,annual,302,51,25712.28,21370.14,4342.14,Expansion,0.0,0.0,4342.14,0.0,0.0,1,,
2024-09-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,0,Scale,annual,134,134,7919.4,0.0,7919.4,New,7919.4,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,1,Scale,annual,134,0,7919.4,7919.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,2,Scale,annual,134,0,7919.4,7919.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,3,Scale,annual,177,43,10460.7,7919.4,2541.3,Expansion,0.0,0.0,2541.3,0.0,0.0,1,,
2025-01-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,4,Scale,annual,194,17,11465.4,10460.7,1004.7,Expansion,0.0,0.0,1004.7,0.0,0.0,1,,
2025-02-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,5,Scale,annual,194,0,11465.4,11465.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,6,Scale,annual,194,0,11465.4,11465.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,7,Scale,annual,159,-35,9396.9,11465.4,-2068.5,Contraction,0.0,0.0,0.0,2068.5,0.0,1,,
2025-05-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,8,Scale,annual,159,0,9396.9,9396.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,9,Scale,annual,95,-64,5614.5,9396.9,-3782.4,Contraction,0.0,0.0,0.0,3782.4,0.0,1,,
2025-07-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,10,Scale,annual,95,0,5614.5,5614.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00462,Halcyon Bridge Financial,Mid-Market,Logistics & Transport,North America,United States,Inbound,G. Almeida,2024-09-01,11,Scale,annual,95,0,5614.5,5614.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,0,Scale,monthly,82,82,5873.25,0.0,5873.25,New,5873.25,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,1,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,2,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,3,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,4,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,5,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,6,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,7,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,8,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,9,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,10,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,11,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,12,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,13,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,14,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,15,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,16,Scale,monthly,82,0,5873.25,5873.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,17,Scale,monthly,87,5,6231.38,5873.25,358.13,Expansion,0.0,0.0,358.13,0.0,0.0,1,,
2026-03-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,18,Scale,monthly,87,0,6231.38,6231.38,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,19,Scale,monthly,87,0,6231.38,6231.38,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,20,Scale,monthly,87,0,6231.38,6231.38,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,21,Scale,monthly,66,-21,4727.25,6231.38,-1504.13,Contraction,0.0,0.0,0.0,1504.13,0.0,1,,
2026-07-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,22,Scale,monthly,66,0,4727.25,4727.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00465,Lyra Cove Financial,Mid-Market,Financial Services,APAC,India,Marketplace,E. Nakamura,2024-09-01,23,Scale,monthly,66,0,4727.25,4727.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00469,Nimbus Cross Labs,SMB,Media & Entertainment,North America,United States,Marketplace,J. Petersen,2024-09-01,0,Starter,annual,11,11,251.63,0.0,251.63,New,251.63,0.0,0.0,0.0,0.0,1,,
