cohort_month,cohort_quarter,segment,period_index,activity_month,cohort_customers,cohort_initial_mrr,active_customers,retained_mrr
2024-11-01,2024-10-01,SMB,13,2025-12-01,18,16073.56,7,6479.46
2024-11-01,2024-10-01,SMB,14,2026-01-01,18,16073.56,7,6479.46
2024-11-01,2024-10-01,SMB,15,2026-02-01,18,16073.56,7,6479.46
2024-11-01,2024-10-01,SMB,16,2026-03-01,18,16073.56,7,6528.66
2024-11-01,2024-10-01,SMB,17,2026-04-01,18,16073.56,6,6428.66
2024-11-01,2024-10-01,SMB,18,2026-05-01,18,16073.56,5,6289.16
2024-11-01,2024-10-01,SMB,19,2026-06-01,18,16073.56,5,6775.65
2024-11-01,2024-10-01,SMB,20,2026-07-01,18,16073.56,5,7281.63
2024-11-01,2024-10-01,SMB,21,2026-08-01,18,16073.56,5,7281.63
2024-12-01,2024-10-01,Enterprise,0,2024-12-01,5,82250.37,5,82250.37
2024-12-01,2024-10-01,Enterprise,1,2025-01-01,5,82250.37,5,82626.35
2024-12-01,2024-10-01,Enterprise,2,2025-02-01,5,82250.37,5,82626.35
2024-12-01,2024-10-01,Enterprise,3,2025-03-01,5,82250.37,5,86369.21
2024-12-01,2024-10-01,Enterprise,4,2025-04-01,5,82250.37,5,86369.21
2024-12-01,2024-10-01,Enterprise,5,2025-05-01,5,82250.37,5,85248.71
2024-12-01,2024-10-01,Enterprise,6,2025-06-01,5,82250.37,5,86243.96
2024-12-01,2024-10-01,Enterprise,7,2025-07-01,5,82250.37,5,86243.96
2024-12-01,2024-10-01,Enterprise,8,2025-08-01,5,82250.37,5,86243.96
2024-12-01,2024-10-01,Enterprise,9,2025-09-01,5,82250.37,5,84058.98
2024-12-01,2024-10-01,Enterprise,10,2025-10-01,5,82250.37,5,97648.71
2024-12-01,2024-10-01,Enterprise,11,2025-11-01,5,82250.37,5,99448.2
2024-12-01,2024-10-01,Enterprise,12,2025-12-01,5,82250.37,5,99448.2
2024-12-01,2024-10-01,Enterprise,13,2026-01-01,5,82250.37,5,99448.2
2024-12-01,2024-10-01,Enterprise,14,2026-02-01,5,82250.37,5,101633.18
2024-12-01,2024-10-01,Enterprise,15,2026-03-01,5,82250.37,5,101633.18
2024-12-01,2024-10-01,Enterprise,16,2026-04-01,5,82250.37,5,93627.2
2024-12-01,2024-10-01,Enterprise,17,2026-05-01,5,82250.37,5,93627.2
2024-12-01,2024-10-01,Enterprise,18,2026-06-01,5,82250.37,5,90994.02
2024-12-01,2024-10-01,Enterprise,19,2026-07-01,5,82250.37,5,72361.56
2024-12-01,2024-10-01,Enterprise,20,2026-08-01,5,82250.37,5,72361.56
2024-12-01,2024-10-01,Mid-Market,0,2024-12-01,12,34688.81,12,34688.81
2024-12-01,2024-10-01,Mid-Market,1,2025-01-01,12,34688.81,12,36221.25
2024-12-01,2024-10-01,Mid-Market,2,2025-02-01,12,34688.81,12,35632.06
2024-12-01,2024-10-01,Mid-Market,3,2025-03-01,12,34688.81,12,37787.69
2024-12-01,2024-10-01,Mid-Market,4,2025-04-01,12,34688.81,12,37787.69
2024-12-01,2024-10-01,Mid-Market,5,2025-05-01,12,34688.81,11,36440.12
2024-12-01,2024-10-01,Mid-Market,6,2025-06-01,12,34688.81,10,34823.09
2024-12-01,2024-10-01,Mid-Market,7,2025-07-01,12,34688.81,10,35426.63
2024-12-01,2024-10-01,Mid-Market,8,2025-08-01,12,34688.81,10,34969.15
2024-12-01,2024-10-01,Mid-Market,9,2025-09-01,12,34688.81,10,34924.73
2024-12-01,2024-10-01,Mid-Market,10,2025-10-01,12,34688.81,9,29685.46
2024-12-01,2024-10-01,Mid-Market,11,2025-11-01,12,34688.81,9,29329.51
2024-12-01,2024-10-01,Mid-Market,12,2025-12-01,12,34688.81,9,30505.53
2024-12-01,2024-10-01,Mid-Market,13,2026-01-01,12,34688.81,9,30209.51
2024-12-01,2024-10-01,Mid-Market,14,2026-02-01,12,34688.81,9,31301.63
2024-12-01,2024-10-01,Mid-Market,15,2026-03-01,12,34688.81,9,33638.87
2024-12-01,2024-10-01,Mid-Market,16,2026-04-01,12,34688.81,9,36667.59
2024-12-01,2024-10-01,Mid-Market,17,2026-05-01,12,34688.81,9,36667.59
2024-12-01,2024-10-01,Mid-Market,18,2026-06-01,12,34688.81,9,39644.51
2024-12-01,2024-10-01,Mid-Market,19,2026-07-01,12,34688.81,9,43154.44
2024-12-01,2024-10-01,Mid-Market,20,2026-08-01,12,34688.81,9,43154.44
2024-12-01,2024-10-01,SMB,0,2024-12-01,25,11705.1,25,11705.1
2024-12-01,2024-10-01,SMB,1,2025-01-01,25,11705.1,23,10126.81
2024-12-01,2024-10-01,SMB,2,2025-02-01,25,11705.1,21,9873.51
2024-12-01,2024-10-01,SMB,3,2025-03-01,25,11705.1,17,8034.58
2024-12-01,2024-10-01,SMB,4,2025-04-01,25,11705.1,16,7800.83
2024-12-01,2024-10-01,SMB,5,2025-05-01,25,11705.1,16,7847.47
2024-12-01,2024-10-01,SMB,6,2025-06-01,25,11705.1,16,7847.47
2024-12-01,2024-10-01,SMB,7,2025-07-01,25,11705.1,15,5569.04
2024-12-01,2024-10-01,SMB,8,2025-08-01,25,11705.1,15,5569.04
2024-12-01,2024-10-01,SMB,9,2025-09-01,25,11705.1,16,5688.54
2024-12-01,2024-10-01,SMB,10,2025-10-01,25,11705.1,16,5649.09
2024-12-01,2024-10-01,SMB,11,2025-11-01,25,11705.1,16,6149.09
2024-12-01,2024-10-01,SMB,12,2025-12-01,25,11705.1,14,5726.54
2024-12-01,2024-10-01,SMB,13,2026-01-01,25,11705.1,14,6060.27
2024-12-01,2024-10-01,SMB,14,2026-02-01,25,11705.1,14,6103.17
2024-12-01,2024-10-01,SMB,15,2026-03-01,25,11705.1,12,5431.26
2024-12-01,2024-10-01,SMB,16,2026-04-01,25,11705.1,11,5359.93
2024-12-01,2024-10-01,SMB,17,2026-05-01,25,11705.1,11,5359.93
2024-12-01,2024-10-01,SMB,18,2026-06-01,25,11705.1,11,5359.93
2024-12-01,2024-10-01,SMB,19,2026-07-01,25,11705.1,11,5244.06
2024-12-01,2024-10-01,SMB,20,2026-08-01,25,11705.1,11,5181.44
2025-01-01,2025-01-01,Enterprise,0,2025-01-01,4,80883.89,4,80883.89
2025-01-01,2025-01-01,Enterprise,1,2025-02-01,4,80883.89,4,80883.89
2025-01-01,2025-01-01,Enterprise,2,2025-03-01,4,80883.89,4,80883.89
2025-01-01,2025-01-01,Enterprise,3,2025-04-01,4,80883.89,4,83030.39
2025-01-01,2025-01-01,Enterprise,4,2025-05-01,4,80883.89,4,83030.39
2025-01-01,2025-01-01,Enterprise,5,2025-06-01,4,80883.89,4,83030.39
2025-01-01,2025-01-01,Enterprise,6,2025-07-01,4,80883.89,4,83030.39
2025-01-01,2025-01-01,Enterprise,7,2025-08-01,4,80883.89,4,92105.39
2025-01-01,2025-01-01,Enterprise,8,2025-09-01,4,80883.89,4,102269.39
2025-01-01,2025-01-01,Enterprise,9,2025-10-01,4,80883.89,3,81604.13
2025-01-01,2025-01-01,Enterprise,10,2025-11-01,4,80883.89,3,81604.13
2025-01-01,2025-01-01,Enterprise,11,2025-12-01,4,80883.89,3,80924.63
2025-01-01,2025-01-01,Enterprise,12,2026-01-01,4,80883.89,3,93720.38
2025-01-01,2025-01-01,Enterprise,13,2026-02-01,4,80883.89,3,93720.38
2025-01-01,2025-01-01,Enterprise,14,2026-03-01,4,80883.89,3,92531.25
2025-01-01,2025-01-01,Enterprise,15,2026-04-01,4,80883.89,3,92531.25
2025-01-01,2025-01-01,Enterprise,16,2026-05-01,4,80883.89,3,93008.25
2025-01-01,2025-01-01,Enterprise,17,2026-06-01,4,80883.89,3,93008.25
2025-01-01,2025-01-01,Enterprise,18,2026-07-01,4,80883.89,3,93008.25
2025-01-01,2025-01-01,Enterprise,19,2026-08-01,4,80883.89,3,104877.0
2025-01-01,2025-01-01,Mid-Market,0,2025-01-01,12,40651.29,12,40651.29
2025-01-01,2025-01-01,Mid-Market,1,2025-02-01,12,40651.29,12,41532.69
2025-01-01,2025-01-01,Mid-Market,2,2025-03-01,12,40651.29,12,40662.39
2025-01-01,2025-01-01,Mid-Market,3,2025-04-01,12,40651.29,12,42528.94
2025-01-01,2025-01-01,Mid-Market,4,2025-05-01,12,40651.29,12,44701.9
2025-01-01,2025-01-01,Mid-Market,5,2025-06-01,12,40651.29,12,45029.14
2025-01-01,2025-01-01,Mid-Market,6,2025-07-01,12,40651.29,12,46510.84
2025-01-01,2025-01-01,Mid-Market,7,2025-08-01,12,40651.29,12,46510.84
2025-01-01,2025-01-01,Mid-Market,8,2025-09-01,12,40651.29,11,41178.34
2025-01-01,2025-01-01,Mid-Market,9,2025-10-01,12,40651.29,11,37009.6
2025-01-01,2025-01-01,Mid-Market,10,2025-11-01,12,40651.29,11,37009.6
2025-01-01,2025-01-01,Mid-Market,11,2025-12-01,12,40651.29,11,37009.6
2025-01-01,2025-01-01,Mid-Market,12,2026-01-01,12,40651.29,11,39011.35
2025-01-01,2025-01-01,Mid-Market,13,2026-02-01,12,40651.29,11,38604.55
2025-01-01,2025-01-01,Mid-Market,14,2026-03-01,12,40651.29,11,41548.27
2025-01-01,2025-01-01,Mid-Market,15,2026-04-01,12,40651.29,11,42806.73
2025-01-01,2025-01-01,Mid-Market,16,2026-05-01,12,40651.29,11,43333.41
2025-01-01,2025-01-01,Mid-Market,17,2026-06-01,12,40651.29,11,43333.41
2025-01-01,2025-01-01,Mid-Market,18,2026-07-01,12,40651.29,11,43333.41
2025-01-01,2025-01-01,Mid-Market,19,2026-08-01,12,40651.29,11,41462.26
2025-01-01,2025-01-01,SMB,0,2025-01-01,22,11199.56,22,11199.56
2025-01-01,2025-01-01,SMB,1,2025-02-01,22,11199.56,22,11246.96
2025-01-01,2025-01-01,SMB,2,2025-03-01,22,11199.56,20,9532.29
2025-01-01,2025-01-01,SMB,3,2025-04-01,22,11199.56,19,9283.55
2025-01-01,2025-01-01,SMB,4,2025-05-01,22,11199.56,17,8289.79
2025-01-01,2025-01-01,SMB,5,2025-06-01,22,11199.56,17,8241.79
2025-01-01,2025-01-01,SMB,6,2025-07-01,22,11199.56,17,8241.79
2025-01-01,2025-01-01,SMB,7,2025-08-01,22,11199.56,17,8485.31
2025-01-01,2025-01-01,SMB,8,2025-09-01,22,11199.56,16,8136.71
2025-01-01,2025-01-01,SMB,9,2025-10-01,22,11199.56,14,6519.36
2025-01-01,2025-01-01,SMB,10,2025-11-01,22,11199.56,14,6519.36
2025-01-01,2025-01-01,SMB,11,2025-12-01,22,11199.56,13,5160.94
2025-01-01,2025-01-01,SMB,12,2026-01-01,22,11199.56,12,4867.33
2025-01-01,2025-01-01,SMB,13,2026-02-01,22,11199.56,12,4867.33
2025-01-01,2025-01-01,SMB,14,2026-03-01,22,11199.56,11,3967.53
2025-01-01,2025-01-01,SMB,15,2026-04-01,22,11199.56,10,2300.28
2025-01-01,2025-01-01,SMB,16,2026-05-01,22,11199.56,9,2110.88
2025-01-01,2025-01-01,SMB,17,2026-06-01,22,11199.56,9,2110.88
2025-01-01,2025-01-01,SMB,18,2026-07-01,22,11199.56,8,1966.58
2025-01-01,2025-01-01,SMB,19,2026-08-01,22,11199.56,8,2064.78
2025-02-01,2025-01-01,Enterprise,0,2025-02-01,4,62238.48,4,62238.48
2025-02-01,2025-01-01,Enterprise,1,2025-03-01,4,62238.48,4,66398.81
2025-02-01,2025-01-01,Enterprise,2,2025-04-01,4,62238.48,4,69319.91
2025-02-01,2025-01-01,Enterprise,3,2025-05-01,4,62238.48,4,68140.23
2025-02-01,2025-01-01,Enterprise,4,2025-06-01,4,62238.48,4,68140.23
2025-02-01,2025-01-01,Enterprise,5,2025-07-01,4,62238.48,4,68140.23
2025-02-01,2025-01-01,Enterprise,6,2025-08-01,4,62238.48,4,55182.23
2025-02-01,2025-01-01,Enterprise,7,2025-09-01,4,62238.48,4,55182.23
2025-02-01,2025-01-01,Enterprise,8,2025-10-01,4,62238.48,4,53384.63
2025-02-01,2025-01-01,Enterprise,9,2025-11-01,4,62238.48,4,57012.98
2025-02-01,2025-01-01,Enterprise,10,2025-12-01,4,62238.48,4,57012.98
2025-02-01,2025-01-01,Enterprise,11,2026-01-01,4,62238.48,4,64954.98
2025-02-01,2025-01-01,Enterprise,12,2026-02-01,4,62238.48,4,66527.88
2025-02-01,2025-01-01,Enterprise,13,2026-03-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Enterprise,14,2026-04-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Enterprise,15,2026-05-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Enterprise,16,2026-06-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Enterprise,17,2026-07-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Enterprise,18,2026-08-01,4,62238.48,4,68230.9
2025-02-01,2025-01-01,Mid-Market,0,2025-02-01,7,27159.33,7,27159.33
2025-02-01,2025-01-01,Mid-Market,1,2025-03-01,7,27159.33,7,24655.08
2025-02-01,2025-01-01,Mid-Market,2,2025-04-01,7,27159.33,7,24510.36
2025-02-01,2025-01-01,Mid-Market,3,2025-05-01,7,27159.33,7,24510.36
2025-02-01,2025-01-01,Mid-Market,4,2025-06-01,7,27159.33,7,27806.23
2025-02-01,2025-01-01,Mid-Market,5,2025-07-01,7,27159.33,7,27806.23
2025-02-01,2025-01-01,Mid-Market,6,2025-08-01,7,27159.33,7,27806.23
2025-02-01,2025-01-01,Mid-Market,7,2025-09-01,7,27159.33,7,27806.23
2025-02-01,2025-01-01,Mid-Market,8,2025-10-01,7,27159.33,7,28023.31
2025-02-01,2025-01-01,Mid-Market,9,2025-11-01,7,27159.33,7,28023.31
2025-02-01,2025-01-01,Mid-Market,10,2025-12-01,7,27159.33,7,28023.31
2025-02-01,2025-01-01,Mid-Market,11,2026-01-01,7,27159.33,7,28567.51
2025-02-01,2025-01-01,Mid-Market,12,2026-02-01,7,27159.33,7,29723.94
2025-02-01,2025-01-01,Mid-Market,13,2026-03-01,7,27159.33,7,27863.64
2025-02-01,2025-01-01,Mid-Market,14,2026-04-01,7,27159.33,7,27863.64
2025-02-01,2025-01-01,Mid-Market,15,2026-05-01,7,27159.33,7,27863.64
2025-02-01,2025-01-01,Mid-Market,16,2026-06-01,7,27159.33,7,28052.87
2025-02-01,2025-01-01,Mid-Market,17,2026-07-01,7,27159.33,7,28052.87
2025-02-01,2025-01-01,Mid-Market,18,2026-08-01,7,27159.33,7,27912.15
2025-02-01,2025-01-01,SMB,0,2025-02-01,20,9580.56,20,9580.56
2025-02-01,2025-01-01,SMB,1,2025-03-01,20,9580.56,18,9425.01
2025-02-01,2025-01-01,SMB,2,2025-04-01,20,9580.56,18,9597.81
2025-02-01,2025-01-01,SMB,3,2025-05-01,20,9580.56,15,6460.97
2025-02-01,2025-01-01,SMB,4,2025-06-01,20,9580.56,14,6363.61
2025-02-01,2025-01-01,SMB,5,2025-07-01,20,9580.56,12,5904.81
2025-02-01,2025-01-01,SMB,6,2025-08-01,20,9580.56,13,6023.81
2025-02-01,2025-01-01,SMB,7,2025-09-01,20,9580.56,13,5815.04
2025-02-01,2025-01-01,SMB,8,2025-10-01,20,9580.56,13,5615.84
2025-02-01,2025-01-01,SMB,9,2025-11-01,20,9580.56,13,5688.36
2025-02-01,2025-01-01,SMB,10,2025-12-01,20,9580.56,11,5373.03
2025-02-01,2025-01-01,SMB,11,2026-01-01,20,9580.56,11,5373.03
2025-02-01,2025-01-01,SMB,12,2026-02-01,20,9580.56,11,6093.79
2025-02-01,2025-01-01,SMB,13,2026-03-01,20,9580.56,10,6413.96
2025-02-01,2025-01-01,SMB,14,2026-04-01,20,9580.56,10,6413.96
2025-02-01,2025-01-01,SMB,15,2026-05-01,20,9580.56,10,6501.76
2025-02-01,2025-01-01,SMB,16,2026-06-01,20,9580.56,10,6501.76
2025-02-01,2025-01-01,SMB,17,2026-07-01,20,9580.56,10,6461.91
2025-02-01,2025-01-01,SMB,18,2026-08-01,20,9580.56,10,6461.91
2025-03-01,2025-01-01,Enterprise,0,2025-03-01,8,142609.84,8,142609.84
2025-03-01,2025-01-01,Enterprise,1,2025-04-01,8,142609.84,8,142609.84
2025-03-01,2025-01-01,Enterprise,2,2025-05-01,8,142609.84,8,144495.56
2025-03-01,2025-01-01,Enterprise,3,2025-06-01,8,142609.84,8,144495.56
2025-03-01,2025-01-01,Enterprise,4,2025-07-01,8,142609.84,8,146316.26
2025-03-01,2025-01-01,Enterprise,5,2025-08-01,8,142609.84,8,147962.06
2025-03-01,2025-01-01,Enterprise,6,2025-09-01,8,142609.84,8,172128.29
2025-03-01,2025-01-01,Enterprise,7,2025-10-01,8,142609.84,8,172128.29
2025-03-01,2025-01-01,Enterprise,8,2025-11-01,8,142609.84,8,172128.29
2025-03-01,2025-01-01,Enterprise,9,2025-12-01,8,142609.84,7,118717.79
2025-03-01,2025-01-01,Enterprise,10,2026-01-01,8,142609.84,7,111851.15
2025-03-01,2025-01-01,Enterprise,11,2026-02-01,8,142609.84,6,106538.75
2025-03-01,2025-01-01,Enterprise,12,2026-03-01,8,142609.84,5,117930.33
2025-03-01,2025-01-01,Enterprise,13,2026-04-01,8,142609.84,5,117930.33
2025-03-01,2025-01-01,Enterprise,14,2026-05-01,8,142609.84,5,123175.68
2025-03-01,2025-01-01,Enterprise,15,2026-06-01,8,142609.84,5,119804.12
2025-03-01,2025-01-01,Enterprise,16,2026-07-01,8,142609.84,5,138502.94
2025-03-01,2025-01-01,Enterprise,17,2026-08-01,8,142609.84,5,138502.94
2025-03-01,2025-01-01,Mid-Market,0,2025-03-01,9,48127.44,9,48127.44
2025-03-01,2025-01-01,Mid-Market,1,2025-04-01,9,48127.44,9,49872.27
2025-03-01,2025-01-01,Mid-Market,2,2025-05-01,9,48127.44,9,49990.66
2025-03-01,2025-01-01,Mid-Market,3,2025-06-01,9,48127.44,9,52772.26
2025-03-01,2025-01-01,Mid-Market,4,2025-07-01,9,48127.44,9,54487.97
2025-03-01,2025-01-01,Mid-Market,5,2025-08-01,9,48127.44,9,54487.97
2025-03-01,2025-01-01,Mid-Market,6,2025-09-01,9,48127.44,8,56233.83
2025-03-01,2025-01-01,Mid-Market,7,2025-10-01,9,48127.44,8,60591.18
2025-03-01,2025-01-01,Mid-Market,8,2025-11-01,9,48127.44,8,61066.74
2025-03-01,2025-01-01,Mid-Market,9,2025-12-01,9,48127.44,7,60390.48
2025-03-01,2025-01-01,Mid-Market,10,2026-01-01,9,48127.44,7,60390.48
2025-03-01,2025-01-01,Mid-Market,11,2026-02-01,9,48127.44,7,60877.56
2025-03-01,2025-01-01,Mid-Market,12,2026-03-01,9,48127.44,7,63309.96
2025-03-01,2025-01-01,Mid-Market,13,2026-04-01,9,48127.44,7,63965.01
2025-03-01,2025-01-01,Mid-Market,14,2026-05-01,9,48127.44,6,47421.81
2025-03-01,2025-01-01,Mid-Market,15,2026-06-01,9,48127.44,6,49372.23
2025-03-01,2025-01-01,Mid-Market,16,2026-07-01,9,48127.44,6,49372.23
2025-03-01,2025-01-01,Mid-Market,17,2026-08-01,9,48127.44,6,47920.23
2025-03-01,2025-01-01,SMB,0,2025-03-01,29,14439.23,29,14439.23
2025-03-01,2025-01-01,SMB,1,2025-04-01,29,14439.23,27,13706.89
2025-03-01,2025-01-01,SMB,2,2025-05-01,29,14439.23,26,13791.08
2025-03-01,2025-01-01,SMB,3,2025-06-01,29,14439.23,25,13199.63
2025-03-01,2025-01-01,SMB,4,2025-07-01,29,14439.23,22,11754.11
2025-03-01,2025-01-01,SMB,5,2025-08-01,29,14439.23,21,11234.01
2025-03-01,2025-01-01,SMB,6,2025-09-01,29,14439.23,21,11410.59
2025-03-01,2025-01-01,SMB,7,2025-10-01,29,14439.23,20,11110.59
2025-03-01,2025-01-01,SMB,8,2025-11-01,29,14439.23,18,8293.59
2025-03-01,2025-01-01,SMB,9,2025-12-01,29,14439.23,18,8118.59
2025-03-01,2025-01-01,SMB,10,2026-01-01,29,14439.23,16,7591.93
2025-03-01,2025-01-01,SMB,11,2026-02-01,29,14439.23,15,7186.58
2025-03-01,2025-01-01,SMB,12,2026-03-01,29,14439.23,13,6306.06
2025-03-01,2025-01-01,SMB,13,2026-04-01,29,14439.23,13,6361.38
2025-03-01,2025-01-01,SMB,14,2026-05-01,29,14439.23,13,6824.93
2025-03-01,2025-01-01,SMB,15,2026-06-01,29,14439.23,12,6728.33
2025-03-01,2025-01-01,SMB,16,2026-07-01,29,14439.23,12,6299.7
2025-03-01,2025-01-01,SMB,17,2026-08-01,29,14439.23,12,6800.88
2025-04-01,2025-04-01,Enterprise,0,2025-04-01,5,123637.1,5,123637.1
2025-04-01,2025-04-01,Enterprise,1,2025-05-01,5,123637.1,5,134244.62
2025-04-01,2025-04-01,Enterprise,2,2025-06-01,5,123637.1,5,135532.94
2025-04-01,2025-04-01,Enterprise,3,2025-07-01,5,123637.1,5,139800.5
2025-04-01,2025-04-01,Enterprise,4,2025-08-01,5,123637.1,5,139800.5
2025-04-01,2025-04-01,Enterprise,5,2025-09-01,5,123637.1,5,139800.5
2025-04-01,2025-04-01,Enterprise,6,2025-10-01,5,123637.1,5,139800.5
2025-04-01,2025-04-01,Enterprise,7,2025-11-01,5,123637.1,5,150073.92
2025-04-01,2025-04-01,Enterprise,8,2025-12-01,5,123637.1,5,150073.92
2025-04-01,2025-04-01,Enterprise,9,2026-01-01,5,123637.1,5,180191.7
2025-04-01,2025-04-01,Enterprise,10,2026-02-01,5,123637.1,5,180191.7
2025-04-01,2025-04-01,Enterprise,11,2026-03-01,5,123637.1,5,179760.15
2025-04-01,2025-04-01,Enterprise,12,2026-04-01,5,123637.1,5,180253.35
2025-04-01,2025-04-01,Enterprise,13,2026-05-01,5,123637.1,5,180253.35
2025-04-01,2025-04-01,Enterprise,14,2026-06-01,5,123637.1,5,180253.35
2025-04-01,2025-04-01,Enterprise,15,2026-07-01,5,123637.1,5,180253.35
2025-04-01,2025-04-01,Enterprise,16,2026-08-01,5,123637.1,5,181178.1
2025-04-01,2025-04-01,Mid-Market,0,2025-04-01,5,13680.64,5,13680.64
2025-04-01,2025-04-01,Mid-Market,1,2025-05-01,5,13680.64,4,13136.95
2025-04-01,2025-04-01,Mid-Market,2,2025-06-01,5,13680.64,4,13136.95
2025-04-01,2025-04-01,Mid-Market,3,2025-07-01,5,13680.64,4,13136.95
2025-04-01,2025-04-01,Mid-Market,4,2025-08-01,5,13680.64,4,13175.24
2025-04-01,2025-04-01,Mid-Market,5,2025-09-01,5,13680.64,4,13175.24
2025-04-01,2025-04-01,Mid-Market,6,2025-10-01,5,13680.64,4,13175.24
2025-04-01,2025-04-01,Mid-Market,7,2025-11-01,5,13680.64,4,13251.83
2025-04-01,2025-04-01,Mid-Market,8,2025-12-01,5,13680.64,4,13251.83
2025-04-01,2025-04-01,Mid-Market,9,2026-01-01,5,13680.64,4,13251.83
2025-04-01,2025-04-01,Mid-Market,10,2026-02-01,5,13680.64,4,13251.83
2025-04-01,2025-04-01,Mid-Market,11,2026-03-01,5,13680.64,4,11118.23
2025-04-01,2025-04-01,Mid-Market,12,2026-04-01,5,13680.64,4,11154.91
2025-04-01,2025-04-01,Mid-Market,13,2026-05-01,5,13680.64,4,10930.81
2025-04-01,2025-04-01,Mid-Market,14,2026-06-01,5,13680.64,4,10197.38
2025-04-01,2025-04-01,Mid-Market,15,2026-07-01,5,13680.64,4,10197.38
2025-04-01,2025-04-01,Mid-Market,16,2026-08-01,5,13680.64,4,10197.38
2025-04-01,2025-04-01,SMB,0,2025-04-01,27,19737.09,27,19737.09
2025-04-01,2025-04-01,SMB,1,2025-05-01,27,19737.09,26,17598.69
2025-04-01,2025-04-01,SMB,2,2025-06-01,27,19737.09,25,17809.95
2025-04-01,2025-04-01,SMB,3,2025-07-01,27,19737.09,24,16098.15
2025-04-01,2025-04-01,SMB,4,2025-08-01,27,19737.09,23,15968.86
2025-04-01,2025-04-01,SMB,5,2025-09-01,27,19737.09,22,16161.72
2025-04-01,2025-04-01,SMB,6,2025-10-01,27,19737.09,21,15802.55
2025-04-01,2025-04-01,SMB,7,2025-11-01,27,19737.09,21,15783.27
2025-04-01,2025-04-01,SMB,8,2025-12-01,27,19737.09,21,15827.91
2025-04-01,2025-04-01,SMB,9,2026-01-01,27,19737.09,21,15852.19
2025-04-01,2025-04-01,SMB,10,2026-02-01,27,19737.09,21,15876.06
2025-04-01,2025-04-01,SMB,11,2026-03-01,27,19737.09,22,16384.24
2025-04-01,2025-04-01,SMB,12,2026-04-01,27,19737.09,19,14193.56
2025-04-01,2025-04-01,SMB,13,2026-05-01,27,19737.09,18,14334.23
2025-04-01,2025-04-01,SMB,14,2026-06-01,27,19737.09,16,12175.19
2025-04-01,2025-04-01,SMB,15,2026-07-01,27,19737.09,16,12712.12
2025-04-01,2025-04-01,SMB,16,2026-08-01,27,19737.09,15,12068.99
2025-05-01,2025-04-01,Enterprise,0,2025-05-01,5,104027.82,5,104027.82
2025-05-01,2025-04-01,Enterprise,1,2025-06-01,5,104027.82,5,104027.82
2025-05-01,2025-04-01,Enterprise,2,2025-07-01,5,104027.82,5,104027.82
2025-05-01,2025-04-01,Enterprise,3,2025-08-01,5,104027.82,5,106892.82
2025-05-01,2025-04-01,Enterprise,4,2025-09-01,5,104027.82,5,106892.82
2025-05-01,2025-04-01,Enterprise,5,2025-10-01,5,104027.82,5,106892.82
2025-05-01,2025-04-01,Enterprise,6,2025-11-01,5,104027.82,5,106892.82
2025-05-01,2025-04-01,Enterprise,7,2025-12-01,5,104027.82,4,99665.07
2025-05-01,2025-04-01,Enterprise,8,2026-01-01,5,104027.82,4,99665.07
2025-05-01,2025-04-01,Enterprise,9,2026-02-01,5,104027.82,4,107167.95
2025-05-01,2025-04-01,Enterprise,10,2026-03-01,5,104027.82,4,111103.2
2025-05-01,2025-04-01,Enterprise,11,2026-04-01,5,104027.82,4,111103.2
2025-05-01,2025-04-01,Enterprise,12,2026-05-01,5,104027.82,4,116848.05
2025-05-01,2025-04-01,Enterprise,13,2026-06-01,5,104027.82,4,125929.87
2025-05-01,2025-04-01,Enterprise,14,2026-07-01,5,104027.82,4,125929.87
2025-05-01,2025-04-01,Enterprise,15,2026-08-01,5,104027.82,4,110492.91
2025-05-01,2025-04-01,Mid-Market,0,2025-05-01,10,43213.5,10,43213.5
2025-05-01,2025-04-01,Mid-Market,1,2025-06-01,10,43213.5,10,43213.5
2025-05-01,2025-04-01,Mid-Market,2,2025-07-01,10,43213.5,9,42798.15
2025-05-01,2025-04-01,Mid-Market,3,2025-08-01,10,43213.5,9,43821.9
2025-05-01,2025-04-01,Mid-Market,4,2025-09-01,10,43213.5,9,39549.75
2025-05-01,2025-04-01,Mid-Market,5,2025-10-01,10,43213.5,7,25918.12
2025-05-01,2025-04-01,Mid-Market,6,2025-11-01,10,43213.5,6,22921.43
2025-05-01,2025-04-01,Mid-Market,7,2025-12-01,10,43213.5,4,8398.05
2025-05-01,2025-04-01,Mid-Market,8,2026-01-01,10,43213.5,4,8996.78
2025-05-01,2025-04-01,Mid-Market,9,2026-02-01,10,43213.5,4,8996.78
2025-05-01,2025-04-01,Mid-Market,10,2026-03-01,10,43213.5,4,9528.98
2025-05-01,2025-04-01,Mid-Market,11,2026-04-01,10,43213.5,4,10974.23
2025-05-01,2025-04-01,Mid-Market,12,2026-05-01,10,43213.5,3,10798.43
2025-05-01,2025-04-01,Mid-Market,13,2026-06-01,10,43213.5,3,10798.43
2025-05-01,2025-04-01,Mid-Market,14,2026-07-01,10,43213.5,3,9688.43
2025-05-01,2025-04-01,Mid-Market,15,2026-08-01,10,43213.5,3,11284.06
