acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Organic Search,2025-03-01,2025-05-01,2,61,238.56,3.91,14,3832.64,590.5,5895.63,5657.07,24.7134
Organic Search,2025-03-01,2025-06-01,3,61,238.56,3.91,11,2587.91,792.82,6688.45,6449.89,28.0368
Organic Search,2025-03-01,2025-07-01,4,61,238.56,3.91,7,1222.73,395.01,7083.46,6844.9,29.6926
Organic Search,2025-03-01,2025-08-01,5,61,238.56,3.91,3,245.63,92.44,7175.9,6937.34,30.0801
Organic Search,2025-03-01,2025-09-01,6,61,238.56,3.91,4,1330.92,419.02,7594.92,7356.36,31.8365
Organic Search,2025-03-01,2025-10-01,7,61,238.56,3.91,3,596.18,262.59,7857.51,7618.95,32.9372
Organic Search,2025-03-01,2025-11-01,8,61,238.56,3.91,3,1227.02,314.15,8171.66,7933.1,34.2541
Organic Search,2025-03-01,2025-12-01,9,61,238.56,3.91,4,1527.01,239.77,8411.43,8172.87,35.2592
Organic Search,2025-03-01,2026-01-01,10,61,238.56,3.91,0,0.00,0.0,8411.43,8172.87,35.2592
Organic Search,2025-03-01,2026-02-01,11,61,238.56,3.91,2,231.70,138.58,8550.01,8311.45,35.8401
Organic Search,2025-03-01,2026-03-01,12,61,238.56,3.91,1,105.15,-2.96,8547.05,8308.49,35.8277
Organic Search,2025-03-01,2026-04-01,13,61,238.56,3.91,1,21.76,-1.77,8545.28,8306.72,35.8203
Organic Search,2025-03-01,2026-05-01,14,61,238.56,3.91,1,88.93,46.4,8591.68,8353.12,36.0148
Organic Search,2025-03-01,2026-06-01,15,61,238.56,3.91,0,0.00,0.0,8591.68,8353.12,36.0148
Paid Search,2024-03-01,2024-03-01,0,50,1607.19,32.14,50,13147.34,3098.75,3098.75,1491.56,1.9281
Paid Search,2024-03-01,2024-04-01,1,50,1607.19,32.14,10,2635.06,529.54,3628.29,2021.1,2.2575
Paid Search,2024-03-01,2024-05-01,2,50,1607.19,32.14,8,1509.96,547.85,4176.14,2568.95,2.5984
Paid Search,2024-03-01,2024-06-01,3,50,1607.19,32.14,5,1204.01,479.92,4656.06,3048.87,2.897
Paid Search,2024-03-01,2024-07-01,4,50,1607.19,32.14,4,1306.50,271.24,4927.3,3320.11,3.0658
Paid Search,2024-03-01,2024-08-01,5,50,1607.19,32.14,2,435.66,40.88,4968.18,3360.99,3.0912
Paid Search,2024-03-01,2024-09-01,6,50,1607.19,32.14,3,1659.06,324.86,5293.04,3685.85,3.2934
Paid Search,2024-03-01,2024-10-01,7,50,1607.19,32.14,1,222.99,88.2,5381.24,3774.05,3.3482
Paid Search,2024-03-01,2024-11-01,8,50,1607.19,32.14,1,59.82,35.2,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2024-12-01,9,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-01-01,10,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-02-01,11,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-03-01,12,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-04-01,13,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-05-01,14,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-06-01,15,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-07-01,16,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-08-01,17,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-09-01,18,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-10-01,19,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-11-01,20,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2025-12-01,21,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-01-01,22,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-02-01,23,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-03-01,24,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-04-01,25,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-05-01,26,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2024-03-01,2026-06-01,27,50,1607.19,32.14,0,0.00,0.0,5416.44,3809.25,3.3701
Paid Search,2025-05-01,2025-05-01,0,74,2720.59,36.76,71,20661.99,5762.4,5762.4,3041.81,2.1181
Paid Search,2025-05-01,2025-06-01,1,74,2720.59,36.76,14,3706.30,786.95,6549.35,3828.76,2.4073
Paid Search,2025-05-01,2025-07-01,2,74,2720.59,36.76,13,2507.11,982.75,7532.1,4811.51,2.7686
Paid Search,2025-05-01,2025-08-01,3,74,2720.59,36.76,8,2519.46,90.59,7622.69,4902.1,2.8019
Paid Search,2025-05-01,2025-09-01,4,74,2720.59,36.76,10,1426.41,422.41,8045.1,5324.51,2.9571
Paid Search,2025-05-01,2025-10-01,5,74,2720.59,36.76,7,1591.21,458.01,8503.11,5782.52,3.1255
Paid Search,2025-05-01,2025-11-01,6,74,2720.59,36.76,2,597.52,111.1,8614.21,5893.62,3.1663
Paid Search,2025-05-01,2025-12-01,7,74,2720.59,36.76,1,46.52,14.77,8628.98,5908.39,3.1717
Paid Search,2025-05-01,2026-01-01,8,74,2720.59,36.76,3,386.77,139.45,8768.43,6047.84,3.223
Paid Search,2025-05-01,2026-02-01,9,74,2720.59,36.76,0,0.00,0.0,8768.43,6047.84,3.223
Paid Search,2025-05-01,2026-03-01,10,74,2720.59,36.76,3,1292.19,-169.23,8599.2,5878.61,3.1608
Paid Search,2025-05-01,2026-04-01,11,74,2720.59,36.76,2,1271.98,68.56,8667.76,5947.17,3.186
Paid Search,2025-05-01,2026-05-01,12,74,2720.59,36.76,2,648.53,82.21,8749.97,6029.38,3.2162
Paid Search,2025-05-01,2026-06-01,13,74,2720.59,36.76,0,0.00,0.0,8749.97,6029.38,3.2162
Paid Search,2025-11-01,2025-11-01,0,93,3074.00,33.05,84,22102.95,6483.98,6483.98,3409.98,2.1093
Paid Search,2025-11-01,2025-12-01,1,93,3074.00,33.05,18,5922.10,1212.0,7695.98,4621.98,2.5036
Paid Search,2025-11-01,2026-01-01,2,93,3074.00,33.05,12,5716.18,1281.81,8977.79,5903.79,2.9206
Paid Search,2025-11-01,2026-02-01,3,93,3074.00,33.05,16,5392.28,1599.62,10577.41,7503.41,3.4409
Paid Search,2025-11-01,2026-03-01,4,93,3074.00,33.05,8,1878.82,597.57,11174.98,8100.98,3.6353
Paid Search,2025-11-01,2026-04-01,5,93,3074.00,33.05,4,919.22,67.55,11242.53,8168.53,3.6573
Paid Search,2025-11-01,2026-05-01,6,93,3074.00,33.05,7,2812.00,771.91,12014.44,8940.44,3.9084
Paid Search,2025-11-01,2026-06-01,7,93,3074.00,33.05,4,894.23,174.97,12189.41,9115.41,3.9653
Paid Social,2024-08-01,2024-08-01,0,67,2062.28,30.78,62,17804.83,3270.6,3270.6,1208.32,1.5859
Paid Social,2024-08-01,2024-09-01,1,67,2062.28,30.78,8,2488.84,275.89,3546.49,1484.21,1.7197
Paid Social,2024-08-01,2024-10-01,2,67,2062.28,30.78,13,4821.83,17.32,3563.81,1501.53,1.7281
Paid Social,2024-08-01,2024-11-01,3,67,2062.28,30.78,4,2174.81,332.83,3896.64,1834.36,1.8895
Paid Social,2024-08-01,2024-12-01,4,67,2062.28,30.78,1,385.98,93.77,3990.41,1928.13,1.935
Paid Social,2024-08-01,2025-01-01,5,67,2062.28,30.78,4,522.62,191.21,4181.62,2119.34,2.0277
Paid Social,2024-08-01,2025-02-01,6,67,2062.28,30.78,2,145.10,-10.5,4171.12,2108.84,2.0226
Paid Social,2024-08-01,2025-03-01,7,67,2062.28,30.78,0,0.00,0.0,4171.12,2108.84,2.0226
Paid Social,2024-08-01,2025-04-01,8,67,2062.28,30.78,1,1018.78,383.63,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-05-01,9,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-06-01,10,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-07-01,11,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-08-01,12,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-09-01,13,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-10-01,14,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-11-01,15,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2025-12-01,16,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-01-01,17,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-02-01,18,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-03-01,19,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-04-01,20,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-05-01,21,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2024-08-01,2026-06-01,22,67,2062.28,30.78,0,0.00,0.0,4554.75,2492.47,2.2086
Paid Social,2025-07-01,2025-07-01,0,96,3580.08,37.29,96,25438.78,5030.93,5030.93,1450.85,1.4053
Paid Social,2025-07-01,2025-08-01,1,96,3580.08,37.29,12,2987.21,870.01,5900.94,2320.86,1.6483
Paid Social,2025-07-01,2025-09-01,2,96,3580.08,37.29,11,1491.53,312.11,6213.05,2632.97,1.7355
Paid Social,2025-07-01,2025-10-01,3,96,3580.08,37.29,12,3389.84,467.12,6680.17,3100.09,1.8659
Paid Social,2025-07-01,2025-11-01,4,96,3580.08,37.29,6,1172.94,-128.31,6551.86,2971.78,1.8301
Paid Social,2025-07-01,2025-12-01,5,96,3580.08,37.29,5,960.92,405.6,6957.46,3377.38,1.9434
Paid Social,2025-07-01,2026-01-01,6,96,3580.08,37.29,4,898.00,427.69,7385.15,3805.07,2.0628
Paid Social,2025-07-01,2026-02-01,7,96,3580.08,37.29,2,543.62,111.36,7496.51,3916.43,2.094
Paid Social,2025-07-01,2026-03-01,8,96,3580.08,37.29,0,0.00,0.0,7496.51,3916.43,2.094
Paid Social,2025-07-01,2026-04-01,9,96,3580.08,37.29,0,0.00,0.0,7496.51,3916.43,2.094
Paid Social,2025-07-01,2026-05-01,10,96,3580.08,37.29,0,0.00,0.0,7496.51,3916.43,2.094
Paid Social,2025-07-01,2026-06-01,11,96,3580.08,37.29,2,798.69,150.38,7646.89,4066.81,2.136
Marketplace,2024-01-01,2024-01-01,0,33,762.99,23.12,32,10147.33,2174.71,2174.71,1411.72,2.8502
Marketplace,2024-01-01,2024-02-01,1,33,762.99,23.12,4,943.96,493.21,2667.92,1904.93,3.4967
Marketplace,2024-01-01,2024-03-01,2,33,762.99,23.12,4,774.07,262.51,2930.43,2167.44,3.8407
Marketplace,2024-01-01,2024-04-01,3,33,762.99,23.12,2,1078.47,217.72,3148.15,2385.16,4.1261
Marketplace,2024-01-01,2024-05-01,4,33,762.99,23.12,2,390.92,108.76,3256.91,2493.92,4.2686
Marketplace,2024-01-01,2024-06-01,5,33,762.99,23.12,0,0.00,0.0,3256.91,2493.92,4.2686
Marketplace,2024-01-01,2024-07-01,6,33,762.99,23.12,2,809.22,297.96,3554.87,2791.88,4.6591
Marketplace,2024-01-01,2024-08-01,7,33,762.99,23.12,0,0.00,0.0,3554.87,2791.88,4.6591
Marketplace,2024-01-01,2024-09-01,8,33,762.99,23.12,0,0.00,0.0,3554.87,2791.88,4.6591
Marketplace,2024-01-01,2024-10-01,9,33,762.99,23.12,1,951.29,308.96,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2024-11-01,10,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2024-12-01,11,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-01-01,12,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-02-01,13,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-03-01,14,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-04-01,15,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-05-01,16,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-06-01,17,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-07-01,18,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-08-01,19,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-09-01,20,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-10-01,21,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-11-01,22,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2025-12-01,23,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-01-01,24,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-02-01,25,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-03-01,26,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-04-01,27,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-05-01,28,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-01-01,2026-06-01,29,33,762.99,23.12,0,0.00,0.0,3863.83,3100.84,5.0641
Marketplace,2024-02-01,2024-02-01,0,29,633.39,21.84,27,9090.52,2023.77,2023.77,1390.38,3.1951
Marketplace,2024-02-01,2024-03-01,1,29,633.39,21.84,5,2510.32,870.76,2894.53,2261.14,4.5699
Marketplace,2024-02-01,2024-04-01,2,29,633.39,21.84,2,1030.66,277.4,3171.93,2538.54,5.0079
Marketplace,2024-02-01,2024-05-01,3,29,633.39,21.84,0,0.00,0.0,3171.93,2538.54,5.0079
Marketplace,2024-02-01,2024-06-01,4,29,633.39,21.84,1,173.21,63.28,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-07-01,5,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-08-01,6,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-09-01,7,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-10-01,8,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-11-01,9,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2024-12-01,10,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-01-01,11,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-02-01,12,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-03-01,13,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-04-01,14,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-05-01,15,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-06-01,16,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-07-01,17,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-08-01,18,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-09-01,19,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-10-01,20,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-11-01,21,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2025-12-01,22,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-01-01,23,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-02-01,24,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-03-01,25,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-04-01,26,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-05-01,27,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-02-01,2026-06-01,28,29,633.39,21.84,0,0.00,0.0,3235.21,2601.82,5.1078
Marketplace,2024-07-01,2024-07-01,0,35,802.65,22.93,33,9854.04,2447.65,2447.65,1645.0,3.0495
Marketplace,2024-07-01,2024-08-01,1,35,802.65,22.93,4,2638.45,512.88,2960.53,2157.88,3.6884
Marketplace,2024-07-01,2024-09-01,2,35,802.65,22.93,2,640.59,134.29,3094.82,2292.17,3.8558
Marketplace,2024-07-01,2024-10-01,3,35,802.65,22.93,2,600.32,264.15,3358.97,2556.32,4.1849
Marketplace,2024-07-01,2024-11-01,4,35,802.65,22.93,4,469.37,124.4,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2024-12-01,5,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-01-01,6,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-02-01,7,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-03-01,8,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-04-01,9,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-05-01,10,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-06-01,11,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-07-01,12,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-08-01,13,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-09-01,14,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-10-01,15,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-11-01,16,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2025-12-01,17,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-01-01,18,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-02-01,19,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-03-01,20,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-04-01,21,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-05-01,22,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-07-01,2026-06-01,23,35,802.65,22.93,0,0.00,0.0,3483.37,2680.72,4.3398
Marketplace,2024-12-01,2024-12-01,0,62,1393.22,22.47,57,14585.33,3312.68,3312.68,1919.46,2.3777
Marketplace,2024-12-01,2025-01-01,1,62,1393.22,22.47,11,2276.14,585.71,3898.39,2505.17,2.7981
Marketplace,2024-12-01,2025-02-01,2,62,1393.22,22.47,9,3170.19,1002.12,4900.51,3507.29,3.5174
Marketplace,2024-12-01,2025-03-01,3,62,1393.22,22.47,3,264.48,145.68,5046.19,3652.97,3.622
Marketplace,2024-12-01,2025-04-01,4,62,1393.22,22.47,8,1681.35,443.34,5489.53,4096.31,3.9402
Marketplace,2024-12-01,2025-05-01,5,62,1393.22,22.47,1,984.41,256.03,5745.56,4352.34,4.1239
Marketplace,2024-12-01,2025-06-01,6,62,1393.22,22.47,0,0.00,0.0,5745.56,4352.34,4.1239
Marketplace,2024-12-01,2025-07-01,7,62,1393.22,22.47,2,1927.79,204.62,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2025-08-01,8,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2025-09-01,9,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2025-10-01,10,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2025-11-01,11,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2025-12-01,12,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-01-01,13,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-02-01,14,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-03-01,15,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-04-01,16,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-05-01,17,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2024-12-01,2026-06-01,18,62,1393.22,22.47,0,0.00,0.0,5950.18,4556.96,4.2708
Marketplace,2025-02-01,2025-02-01,0,27,584.24,21.64,26,6877.50,1876.22,1876.22,1291.98,3.2114
Marketplace,2025-02-01,2025-03-01,1,27,584.24,21.64,3,617.53,209.6,2085.82,1501.58,3.5701
Marketplace,2025-02-01,2025-04-01,2,27,584.24,21.64,0,0.00,0.0,2085.82,1501.58,3.5701
Marketplace,2025-02-01,2025-05-01,3,27,584.24,21.64,1,192.59,101.68,2187.5,1603.26,3.7442
Marketplace,2025-02-01,2025-06-01,4,27,584.24,21.64,0,0.00,0.0,2187.5,1603.26,3.7442
Marketplace,2025-02-01,2025-07-01,5,27,584.24,21.64,4,790.13,263.64,2451.14,1866.9,4.1954
Marketplace,2025-02-01,2025-08-01,6,27,584.24,21.64,0,0.00,0.0,2451.14,1866.9,4.1954
Marketplace,2025-02-01,2025-09-01,7,27,584.24,21.64,0,0.00,0.0,2451.14,1866.9,4.1954
Marketplace,2025-02-01,2025-10-01,8,27,584.24,21.64,1,122.76,62.32,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2025-11-01,9,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2025-12-01,10,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-01-01,11,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-02-01,12,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-03-01,13,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-04-01,14,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-05-01,15,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-02-01,2026-06-01,16,27,584.24,21.64,0,0.00,0.0,2513.46,1929.22,4.3021
Marketplace,2025-09-01,2025-09-01,0,51,1120.10,21.96,43,11494.42,3270.79,3270.79,2150.69,2.9201
Marketplace,2025-09-01,2025-10-01,1,51,1120.10,21.96,12,3666.05,801.19,4071.98,2951.88,3.6354
Marketplace,2025-09-01,2025-11-01,2,51,1120.10,21.96,3,789.78,318.9,4390.88,3270.78,3.9201
Marketplace,2025-09-01,2025-12-01,3,51,1120.10,21.96,4,2378.46,320.54,4711.42,3591.32,4.2062
Marketplace,2025-09-01,2026-01-01,4,51,1120.10,21.96,2,469.34,135.35,4846.77,3726.67,4.3271
Marketplace,2025-09-01,2026-02-01,5,51,1120.10,21.96,1,337.55,80.04,4926.81,3806.71,4.3985
Marketplace,2025-09-01,2026-03-01,6,51,1120.10,21.96,0,0.00,0.0,4926.81,3806.71,4.3985
Marketplace,2025-09-01,2026-04-01,7,51,1120.10,21.96,0,0.00,0.0,4926.81,3806.71,4.3985
Marketplace,2025-09-01,2026-05-01,8,51,1120.10,21.96,2,783.01,126.01,5052.82,3932.72,4.511
Marketplace,2025-09-01,2026-06-01,9,51,1120.10,21.96,0,0.00,0.0,5052.82,3932.72,4.511
Marketplace,2025-12-01,2025-12-01,0,74,1699.08,22.96,69,17313.42,4411.4,4411.4,2712.32,2.5963
Marketplace,2025-12-01,2026-01-01,1,74,1699.08,22.96,12,2750.21,745.31,5156.71,3457.63,3.035
Marketplace,2025-12-01,2026-02-01,2,74,1699.08,22.96,3,349.13,89.11,5245.82,3546.74,3.0874
Marketplace,2025-12-01,2026-03-01,3,74,1699.08,22.96,4,1442.49,554.36,5800.18,4101.1,3.4137
Marketplace,2025-12-01,2026-04-01,4,74,1699.08,22.96,2,598.94,110.91,5911.09,4212.01,3.479
Marketplace,2025-12-01,2026-05-01,5,74,1699.08,22.96,1,252.91,115.65,6026.74,4327.66,3.5471
Marketplace,2025-12-01,2026-06-01,6,74,1699.08,22.96,1,34.78,19.54,6046.28,4347.2,3.5586
Marketplace,2026-02-01,2026-02-01,0,29,669.76,23.1,29,7909.98,1850.13,1850.13,1180.37,2.7624
Marketplace,2026-02-01,2026-03-01,1,29,669.76,23.1,2,404.24,172.66,2022.79,1353.03,3.0202
Marketplace,2026-02-01,2026-04-01,2,29,669.76,23.1,2,219.99,37.6,2060.39,1390.63,3.0763
Marketplace,2026-02-01,2026-05-01,3,29,669.76,23.1,2,523.64,151.22,2211.61,1541.85,3.3021
Marketplace,2026-02-01,2026-06-01,4,29,669.76,23.1,1,598.34,90.57,2302.18,1632.42,3.4373
